proptype,district,nbhd,style,extwall,stories,year_built,rooms,finishedsqft,units,bdrms,fbath,hbath,lotsize,sale_date,sale_price,sale_year,sale_month
residential,9.0,240.0,cape cod,aluminum/vinyl,1.0,1976.0,5.0,1360.0,1,3.0,2.0,0.0,7200.0,2023-05-15,240000.0,2023.0,5.0
residential,9.0,240.0,colonial,aluminum/vinyl,2.0,2006.0,9.0,2516.0,1,4.0,2.0,1.0,38701.0,2023-08-29,430000.0,2023.0,8.0
condominium,9.0,5100.0,condo townhouse,brick,2.0,1974.0,6.0,1331.0,1,3.0,1.0,1.0,1.0,2023-10-23,120000.0,2023.0,10.0
condominium,9.0,5100.0,condo townhouse,brick,2.0,1974.0,4.0,1180.0,1,2.0,1.0,1.0,1.0,2023-02-24,69000.0,2023.0,2.0
condominium,9.0,5100.0,condo townhouse,brick,2.0,1974.0,4.0,1029.0,1,2.0,1.0,1.0,1.0,2023-04-21,93000.0,2023.0,4.0
condominium,9.0,5100.0,low rise 1-3 stories,brick,1.0,1974.0,4.0,901.0,1,2.0,2.0,0.0,1.0,2023-09-09,78000.0,2023.0,9.0
residential,9.0,240.0,cape cod,aluminum/vinyl,1.5,2001.0,6.0,2286.0,1,3.0,2.0,1.0,15399.0,2023-08-24,410000.0,2023.0,8.0
commercial,9.0,6453.0,office building - multi story ( ofc & apt),brick,2.0,2000.0,0.0,57332.0,2,0.0,0.0,0.0,350658.0,2023-10-25,2000000.0,2023.0,10.0
residential,9.0,440.0,milwaukee bungalow,aluminum/vinyl,1.5,1928.0,7.0,2042.0,1,4.0,3.0,0.0,27272.0,2023-05-04,267000.0,2023.0,5.0
condominium,9.0,5103.0,low rise 1-3 stories,brick,1.0,1999.0,5.0,1114.0,1,2.0,2.0,0.0,1.0,2023-05-01,139900.0,2023.0,5.0
condominium,9.0,5103.0,low rise 1-3 stories,brick,1.0,1999.0,5.0,1089.0,1,2.0,2.0,0.0,1.0,2023-06-30,142000.0,2023.0,6.0
condominium,9.0,5103.0,low rise 1-3 stories,brick,1.0,1999.0,5.0,1125.0,1,2.0,2.0,0.0,1.0,2023-04-10,150000.0,2023.0,4.0
condominium,9.0,5103.0,low rise 1-3 stories,brick,1.0,1999.0,4.0,788.0,1,1.0,1.0,0.0,1.0,2023-07-27,101100.0,2023.0,7.0
condominium,9.0,5105.0,low rise 1-3 stories,brick,1.0,1981.0,4.0,829.0,1,2.0,1.0,0.0,1.0,2023-08-02,70000.0,2023.0,8.0
residential,9.0,240.0,colonial,aluminum/vinyl,2.0,2008.0,9.0,2361.0,1,3.0,3.0,1.0,9350.0,2023-04-21,450000.0,2023.0,4.0
commercial,9.0,6202.0,warehouse building - 1 story,concrete block,1.0,1984.0,0.0,17699.0,2,0.0,0.0,0.0,107244.0,2023-05-08,1065000.0,2023.0,5.0
residential,9.0,240.0,ranch,wood,1.0,1957.0,5.0,936.0,1,3.0,2.0,0.0,20000.0,2023-08-31,266000.0,2023.0,8.0
residential,9.0,240.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1017.0,1,3.0,1.0,0.0,22500.0,2023-06-07,240000.0,2023.0,6.0
residential,9.0,240.0,townhouse,aluminum/vinyl,2.0,1981.0,10.0,2576.0,2,6.0,2.0,2.0,9225.0,2023-02-13,263300.0,2023.0,2.0
condominium,9.0,5120.0,condo townhouse,brick,2.0,1970.0,6.0,1260.0,1,3.0,2.0,1.0,1.0,2023-02-10,60000.0,2023.0,2.0
condominium,9.0,5120.0,condo townhouse,brick,2.0,1970.0,6.0,1273.0,1,3.0,2.0,1.0,1.0,2023-09-26,105000.0,2023.0,9.0
condominium,9.0,5120.0,condo townhouse,brick,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2023-07-27,64900.0,2023.0,7.0
condominium,9.0,5120.0,condo townhouse,brick,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2023-10-18,84000.0,2023.0,10.0
condominium,9.0,5120.0,condo townhouse,brick,2.0,1970.0,6.0,1260.0,1,3.0,2.0,1.0,1.0,2023-02-16,52000.0,2023.0,2.0
condominium,9.0,5110.0,condo townhouse,brick,2.0,1970.0,5.0,1463.0,1,2.0,1.0,2.0,1.0,2023-08-11,53500.0,2023.0,8.0
condominium,9.0,5110.0,condo townhouse,brick,2.0,1970.0,4.0,1056.0,1,2.0,1.0,2.0,1.0,2023-10-27,75000.0,2023.0,10.0
condominium,9.0,5110.0,condo townhouse,brick,2.0,1970.0,4.0,1056.0,1,2.0,1.0,2.0,1.0,2023-08-31,58000.0,2023.0,8.0
condominium,9.0,5110.0,condo townhouse,brick,2.0,1970.0,4.0,1056.0,1,2.0,1.0,2.0,1.0,2023-07-28,85000.0,2023.0,7.0
condominium,9.0,5110.0,condo townhouse,brick,2.0,1970.0,5.0,1317.0,1,2.0,1.0,2.0,1.0,2023-03-31,90000.0,2023.0,3.0
condominium,9.0,5110.0,condo townhouse,brick,2.0,1970.0,4.0,1056.0,1,2.0,1.0,2.0,1.0,2023-11-20,75000.0,2023.0,11.0
condominium,9.0,5110.0,condo townhouse,brick,2.0,1970.0,4.0,1056.0,1,2.0,1.0,2.0,1.0,2023-05-18,89900.0,2023.0,5.0
condominium,9.0,5110.0,condo townhouse,brick,2.0,1970.0,4.0,1056.0,1,2.0,1.0,2.0,1.0,2023-04-21,70000.0,2023.0,4.0
condominium,9.0,5111.0,condo townhouse,brick,2.0,1970.0,8.0,1056.0,1,4.0,1.0,2.0,1.0,2023-05-12,90000.0,2023.0,5.0
condominium,9.0,5111.0,condo townhouse,brick,2.0,1970.0,8.0,1056.0,1,4.0,1.0,2.0,1.0,2023-05-10,90000.0,2023.0,5.0
condominium,9.0,5121.0,condo townhouse,brick,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2023-08-25,73000.0,2023.0,8.0
condominium,9.0,5122.0,condo townhouse,brick,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2023-05-16,67500.0,2023.0,5.0
condominium,9.0,5122.0,condo townhouse,brick,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2023-05-16,76500.0,2023.0,5.0
condominium,9.0,5122.0,condo townhouse,brick,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2023-04-28,83000.0,2023.0,4.0
condominium,9.0,5122.0,condo townhouse,brick,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2023-03-28,22000.0,2023.0,3.0
condominium,9.0,5122.0,condo townhouse,brick,2.0,1970.0,12.0,1267.0,1,6.0,2.0,1.0,1.0,2023-12-06,77000.0,2023.0,12.0
condominium,9.0,5122.0,condo townhouse,brick,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2023-09-18,101075.0,2023.0,9.0
condominium,9.0,5125.0,condo townhouse,brick,2.0,1967.0,6.0,1335.0,1,3.0,2.0,1.0,1.0,2023-05-18,90000.0,2023.0,5.0
condominium,9.0,5125.0,condo townhouse,brick,2.0,1967.0,6.0,1306.0,1,3.0,2.0,1.0,1.0,2023-05-23,75000.0,2023.0,5.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-08-01,41000.0,2023.0,8.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-06-20,56530.0,2023.0,6.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,5.0,1315.0,1,3.0,2.0,0.0,1.0,2023-10-24,104900.0,2023.0,10.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-07-26,62000.0,2023.0,7.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-04-17,41000.0,2023.0,4.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-03-14,58000.0,2023.0,3.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-05-08,58000.0,2023.0,5.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-11-24,53000.0,2023.0,11.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-04-04,57000.0,2023.0,4.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-07-08,53000.0,2023.0,7.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1056.0,1,2.0,2.0,0.0,1.0,2023-10-16,55000.0,2023.0,10.0
condominium,9.0,5124.0,low rise 1-3 stories,brick,1.0,1972.0,4.0,1003.0,1,2.0,2.0,0.0,1.0,2023-09-19,51000.0,2023.0,9.0
residential,9.0,360.0,ranch,wood,1.0,1957.0,5.0,1078.0,1,3.0,1.0,0.0,12960.0,2023-04-19,220000.0,2023.0,4.0
residential,9.0,360.0,split level,masonry/frame,1.0,1959.0,7.0,1923.0,1,3.0,1.0,1.0,12600.0,2023-10-23,289000.0,2023.0,10.0
residential,9.0,360.0,ranch,wood,1.0,1956.0,6.0,1232.0,1,3.0,1.0,0.0,12600.0,2023-01-06,212000.0,2023.0,1.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1113.0,1,3.0,1.0,0.0,10004.0,2023-04-21,183000.0,2023.0,4.0
residential,9.0,360.0,ranch,brick,1.0,1958.0,6.0,1112.0,1,3.0,1.0,1.0,10000.0,2023-02-02,245000.0,2023.0,2.0
residential,9.0,360.0,ranch,wood,1.0,1958.0,5.0,1319.0,1,3.0,2.0,1.0,10000.0,2023-10-30,225000.0,2023.0,10.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1957.0,5.0,1085.0,1,3.0,1.0,1.0,10560.0,2023-06-27,195000.0,2023.0,6.0
residential,9.0,360.0,ranch,brick,1.0,1957.0,7.0,1725.0,1,3.0,2.0,0.0,14422.0,2023-06-21,220000.0,2023.0,6.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1958.0,6.0,1259.0,1,3.0,1.0,1.0,10900.0,2023-06-13,166400.0,2023.0,6.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1958.0,6.0,1259.0,1,3.0,1.0,1.0,10900.0,2023-10-26,295000.0,2023.0,10.0
residential,9.0,360.0,ranch,brick,1.0,1957.0,5.0,1271.0,1,3.0,1.0,1.0,10000.0,2023-04-10,225000.0,2023.0,4.0
residential,9.0,360.0,colonial,aluminum/vinyl,2.0,1957.0,6.0,1721.0,1,3.0,1.0,1.0,17823.0,2023-05-31,178000.0,2023.0,5.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1957.0,5.0,1160.0,1,3.0,2.0,0.0,10400.0,2023-04-21,295000.0,2023.0,4.0
residential,9.0,360.0,ranch,wood,1.0,1958.0,6.0,1089.0,1,3.0,1.0,1.0,10353.0,2023-01-30,205000.0,2023.0,1.0
residential,9.0,360.0,ranch,brick,1.0,1957.0,5.0,1114.0,1,3.0,1.0,1.0,12750.0,2023-07-07,184500.0,2023.0,7.0
residential,9.0,360.0,ranch,wood,1.0,1957.0,7.0,1450.0,1,4.0,1.0,1.0,11225.0,2023-02-24,266000.0,2023.0,2.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1957.0,6.0,1332.0,1,3.0,1.0,1.0,10125.0,2023-02-17,190000.0,2023.0,2.0
residential,9.0,360.0,ranch,brick,1.0,1957.0,5.0,1217.0,1,3.0,2.0,0.0,11456.0,2023-06-30,282500.0,2023.0,6.0
residential,9.0,360.0,ranch,wood,1.0,1957.0,7.0,1525.0,1,4.0,2.0,0.0,10000.0,2023-01-13,250000.0,2023.0,1.0
residential,9.0,360.0,ranch,brick,1.0,1957.0,6.0,1227.0,1,3.0,1.0,0.0,13200.0,2023-05-31,277000.0,2023.0,5.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1957.0,4.0,1077.0,1,2.0,2.0,0.0,12375.0,2023-10-05,268900.0,2023.0,10.0
residential,9.0,360.0,cape cod,aluminum/vinyl,1.0,1956.0,8.0,1704.0,1,4.0,2.0,1.0,12800.0,2023-11-22,297000.0,2023.0,11.0
residential,9.0,360.0,ranch,brick,1.0,1957.0,6.0,1294.0,1,3.0,1.0,1.0,12160.0,2023-06-13,195000.0,2023.0,6.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1959.0,6.0,1300.0,1,3.0,2.0,0.0,10125.0,2023-06-14,236000.0,2023.0,6.0
residential,9.0,360.0,ranch,brick,1.0,1957.0,6.0,1377.0,1,3.0,2.0,0.0,10125.0,2023-12-29,205000.0,2023.0,12.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1957.0,5.0,963.0,1,3.0,2.0,0.0,14600.0,2023-10-17,193000.0,2023.0,10.0
residential,1.0,380.0,cape cod,wood,1.0,1954.0,5.0,1179.0,1,3.0,1.0,0.0,8700.0,2023-07-07,170000.0,2023.0,7.0
commercial,1.0,6418.0,svc station w conv and carwash,concrete block,1.0,1998.0,0.0,3332.0,2,0.0,0.0,0.0,21600.0,2023-03-20,600000.0,2023.0,3.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1955.0,6.0,1443.0,1,3.0,2.0,0.0,11808.0,2023-09-15,250000.0,2023.0,9.0
residential,1.0,380.0,duplex n/s,aluminum/vinyl,2.0,1955.0,10.0,2090.0,2,6.0,2.0,0.0,8370.0,2023-12-12,225000.0,2023.0,12.0
residential,1.0,380.0,ranch,brick,1.0,1960.0,5.0,1211.0,1,3.0,2.0,1.0,12348.0,2023-03-06,240000.0,2023.0,3.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1981.0,5.0,1007.0,1,3.0,1.0,0.0,8100.0,2023-11-08,166500.0,2023.0,11.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1980.0,5.0,1279.0,1,3.0,1.0,1.0,9370.0,2023-07-24,242000.0,2023.0,7.0
residential,1.0,380.0,split level,aluminum/vinyl,1.0,1989.0,6.0,1548.0,1,3.0,1.0,1.0,7867.0,2023-01-24,233000.0,2023.0,1.0
commercial,1.0,6216.0,warehouse vintage,concrete block,11.0,1950.0,0.0,9466.0,0,0.0,0.0,0.0,0.0,2023-11-16,280000.0,2023.0,11.0
residential,1.0,380.0,cape cod,aluminum/vinyl,1.5,1947.0,6.0,1149.0,1,3.0,2.0,0.0,8500.0,2023-04-24,140000.0,2023.0,4.0
residential,1.0,380.0,ranch,aluminum/vinyl,1.0,1952.0,4.0,871.0,1,2.0,1.0,0.0,8500.0,2023-08-10,160000.0,2023.0,8.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1957.0,5.0,1041.0,1,3.0,1.0,1.0,10800.0,2023-09-26,180000.0,2023.0,9.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1145.0,1,3.0,1.0,1.0,8750.0,2023-07-13,240000.0,2023.0,7.0
residential,9.0,360.0,ranch,masonry/frame,1.0,1962.0,6.0,1270.0,1,3.0,1.0,1.0,10248.0,2023-12-21,165000.0,2023.0,12.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1958.0,6.0,1399.0,1,3.0,1.0,1.0,10004.0,2023-10-13,225000.0,2023.0,10.0
residential,9.0,360.0,ranch,brick,1.0,1958.0,5.0,1070.0,1,3.0,2.0,0.0,7560.0,2023-09-20,216100.0,2023.0,9.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1153.0,1,3.0,1.0,1.0,7560.0,2023-07-28,285000.0,2023.0,7.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1145.0,1,3.0,1.0,1.0,7383.0,2023-09-29,210000.0,2023.0,9.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1958.0,6.0,1172.0,1,3.0,1.0,1.0,7560.0,2023-06-16,245000.0,2023.0,6.0
residential,9.0,360.0,ranch,aluminum/vinyl,1.0,1960.0,5.0,1212.0,1,3.0,2.0,0.0,9920.0,2023-05-08,240000.0,2023.0,5.0
residential,9.0,360.0,colonial,aluminum/vinyl,2.0,1958.0,8.0,1776.0,1,6.0,2.0,1.0,7560.0,2023-02-28,315000.0,2023.0,2.0
commercial,9.0,6420.0,warehouse building - 1 story,concrete block,1.0,1963.0,0.0,104627.0,2,0.0,0.0,0.0,238708.0,2023-01-17,3400000.0,2023.0,1.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1250.0,1,3.0,1.0,1.0,22876.0,2023-04-28,340000.0,2023.0,4.0
residential,9.0,440.0,cape cod,aluminum/vinyl,1.0,1956.0,7.0,1872.0,1,3.0,1.0,1.0,41382.0,2023-08-23,315000.0,2023.0,8.0
residential,9.0,440.0,ranch,brick,1.0,1966.0,5.0,1266.0,1,3.0,1.0,1.0,9375.0,2023-04-03,252000.0,2023.0,4.0
residential,9.0,440.0,ranch,brick,1.0,1966.0,5.0,1266.0,1,3.0,1.0,1.0,9375.0,2023-09-29,245000.0,2023.0,9.0
residential,9.0,440.0,colonial,aluminum/vinyl,2.0,1967.0,8.0,1743.0,1,4.0,1.0,1.0,9720.0,2023-05-18,266000.0,2023.0,5.0
residential,9.0,440.0,ranch,wood,1.0,1971.0,6.0,1388.0,1,3.0,2.0,1.0,10320.0,2023-11-20,255000.0,2023.0,11.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1969.0,7.0,1758.0,1,3.0,2.0,1.0,10125.0,2023-05-10,284000.0,2023.0,5.0
residential,9.0,440.0,colonial,asphalt/other,2.0,1969.0,7.0,1852.0,1,4.0,1.0,1.0,10425.0,2023-09-22,270000.0,2023.0,9.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1969.0,6.0,1493.0,1,3.0,1.0,1.0,9000.0,2023-07-17,280000.0,2023.0,7.0
commercial,9.0,6202.0,salvage yard,concrete block,1.0,1977.0,0.0,0.0,3,0.0,0.0,0.0,205603.0,2023-07-21,1250000.0,2023.0,7.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1988.0,5.0,1390.0,1,3.0,1.0,1.0,13545.0,2023-10-13,275000.0,2023.0,10.0
residential,9.0,440.0,bi-level,wood,1.0,1976.0,8.0,1816.0,1,5.0,2.0,0.0,12000.0,2023-10-31,237000.0,2023.0,10.0
residential,9.0,440.0,cape cod,aluminum/vinyl,1.0,2012.0,9.0,3027.0,1,3.0,3.0,0.0,20135.0,2023-02-28,475000.0,2023.0,2.0
residential,9.0,440.0,colonial,aluminum/vinyl,2.0,1979.0,8.0,2356.0,1,4.0,2.0,1.0,15756.0,2023-05-19,377400.0,2023.0,5.0
residential,9.0,440.0,colonial,aluminum/vinyl,2.0,1978.0,8.0,2573.0,1,4.0,2.0,1.0,17339.0,2023-07-10,364900.0,2023.0,7.0
residential,9.0,440.0,colonial,aluminum/vinyl,2.0,1979.0,8.0,2069.0,1,4.0,2.0,0.0,30928.0,2023-05-31,375000.0,2023.0,5.0
residential,9.0,440.0,ranch,aluminum/vinyl,1.0,1984.0,6.0,2099.0,1,3.0,3.0,0.0,42253.0,2023-08-21,410000.0,2023.0,8.0
residential,9.0,440.0,ranch,brick,1.0,1950.0,6.0,1800.0,1,3.0,2.0,0.0,48787.0,2023-08-29,345000.0,2023.0,8.0
residential,9.0,440.0,ranch,stone,1.0,1949.0,6.0,1884.0,1,3.0,2.0,0.0,227819.0,2023-01-23,349000.0,2023.0,1.0
residential,9.0,820.0,ranch,aluminum/vinyl,1.0,2016.0,0.0,1818.0,1,3.0,2.0,0.0,11881.0,2023-08-10,410000.0,2023.0,8.0
residential,9.0,820.0,colonial,aluminum/vinyl,2.0,2017.0,0.0,2479.0,1,4.0,2.0,1.0,8757.0,2023-01-13,460000.0,2023.0,1.0
residential,9.0,820.0,colonial,aluminum/vinyl,2.0,2017.0,8.0,2187.0,1,4.0,2.0,1.0,9991.0,2023-08-08,430000.0,2023.0,8.0
residential,9.0,820.0,colonial,aluminum/vinyl,2.0,2017.0,0.0,2282.0,1,4.0,2.0,1.0,9003.0,2023-06-16,433000.0,2023.0,6.0
residential,9.0,820.0,colonial,aluminum/vinyl,2.0,2016.0,0.0,3884.0,1,4.0,3.0,1.0,10000.0,2023-05-10,455000.0,2023.0,5.0
residential,9.0,820.0,colonial,aluminum/vinyl,2.0,2014.0,0.0,2830.0,1,4.0,3.0,1.0,10001.0,2023-02-04,419000.0,2023.0,2.0
residential,5.0,820.0,ranch,brick,1.0,1969.0,6.0,1585.0,1,3.0,1.0,1.0,119790.0,2023-11-21,233000.0,2023.0,11.0
residential,5.0,800.0,ranch,masonry/frame,1.0,1959.0,5.0,1378.0,1,2.0,1.0,1.0,19555.0,2023-01-25,247000.0,2023.0,1.0
residential,5.0,440.0,ranch,wood,1.0,1956.0,6.0,1946.0,1,3.0,1.0,1.0,32234.0,2023-12-07,285900.0,2023.0,12.0
lg apartment,5.0,6610.0,ap2 (conventional apt with 7-11 units),brick,2.0,1975.0,0.0,9444.0,9,0.0,0.0,0.0,21840.0,2023-01-20,670000.0,2023.0,1.0
lg apartment,5.0,6870.0,ap3 (conventional apt with 12-20 units),brick,2.0,1976.0,0.0,14496.0,12,0.0,0.0,0.0,34166.0,2023-03-10,950000.0,2023.0,3.0
residential,5.0,440.0,ranch,aluminum/vinyl,1.0,1950.0,6.0,1412.0,1,3.0,1.0,0.0,29185.0,2023-12-29,205000.0,2023.0,12.0
residential,5.0,440.0,colonial,aluminum/vinyl,2.0,1971.0,8.0,2452.0,1,4.0,2.0,1.0,12240.0,2023-10-06,350000.0,2023.0,10.0
residential,5.0,440.0,split level,wood,1.0,1970.0,7.0,2004.0,1,3.0,2.0,1.0,15300.0,2023-03-20,220000.0,2023.0,3.0
residential,5.0,440.0,ranch,wood,1.0,1964.0,7.0,1491.0,1,3.0,1.0,1.0,12000.0,2023-10-26,263000.0,2023.0,10.0
residential,9.0,480.0,ranch,brick,1.0,1966.0,5.0,1149.0,1,3.0,1.0,1.0,10176.0,2023-08-02,230000.0,2023.0,8.0
residential,9.0,480.0,colonial,aluminum/vinyl,2.0,1966.0,7.0,1594.0,1,4.0,1.0,1.0,11250.0,2023-05-24,295000.0,2023.0,5.0
residential,9.0,480.0,ranch,brick,1.0,1965.0,5.0,1260.0,1,3.0,1.0,2.0,11250.0,2023-08-04,196000.0,2023.0,8.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1966.0,5.0,1227.0,1,3.0,1.0,1.0,9000.0,2023-05-03,200000.0,2023.0,5.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1968.0,6.0,1486.0,1,3.0,1.0,1.0,9000.0,2023-04-17,268500.0,2023.0,4.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1968.0,5.0,1227.0,1,3.0,1.0,1.0,9675.0,2023-06-30,215000.0,2023.0,6.0
residential,9.0,480.0,ranch,brick,1.0,1967.0,6.0,1361.0,1,3.0,1.0,1.0,9204.0,2023-10-17,260000.0,2023.0,10.0
residential,9.0,480.0,colonial,asphalt/other,2.0,1966.0,7.0,1594.0,1,4.0,1.0,1.0,9000.0,2023-05-02,240000.0,2023.0,5.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,6.0,1220.0,1,4.0,1.0,1.0,9000.0,2023-03-22,236000.0,2023.0,3.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1968.0,10.0,1254.0,1,6.0,1.0,1.0,9000.0,2023-06-21,234000.0,2023.0,6.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1969.0,6.0,1495.0,1,3.0,2.0,0.0,9020.0,2023-04-28,258000.0,2023.0,4.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1970.0,6.0,1622.0,1,3.0,2.0,1.0,8639.0,2023-06-08,292000.0,2023.0,6.0
residential,9.0,480.0,ranch,asphalt/other,1.0,1969.0,6.0,1622.0,1,3.0,1.0,1.0,9408.0,2023-10-03,248500.0,2023.0,10.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1979.0,6.0,1320.0,1,3.0,1.0,1.0,10275.0,2023-03-03,160000.0,2023.0,3.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1979.0,6.0,1320.0,1,3.0,1.0,1.0,10275.0,2023-07-28,287500.0,2023.0,7.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,7.0,1602.0,1,3.0,1.0,1.0,9000.0,2023-07-12,250000.0,2023.0,7.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,6.0,1087.0,1,4.0,1.0,1.0,7200.0,2023-08-10,192900.0,2023.0,8.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,5.0,1086.0,1,3.0,1.0,1.0,7620.0,2023-10-18,235000.0,2023.0,10.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,5.0,1087.0,1,3.0,1.0,1.0,7620.0,2023-05-12,180000.0,2023.0,5.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1971.0,6.0,1087.0,1,4.0,2.0,1.0,7800.0,2023-01-13,234900.0,2023.0,1.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1968.0,7.0,1418.0,1,3.0,1.0,1.0,7800.0,2023-10-26,230000.0,2023.0,10.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1973.0,6.0,1263.0,1,4.0,1.0,1.0,7800.0,2023-11-02,187000.0,2023.0,11.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1970.0,6.0,1095.0,1,4.0,2.0,1.0,7800.0,2023-11-08,210000.0,2023.0,11.0
residential,9.0,480.0,colonial,aluminum/vinyl,2.0,1971.0,6.0,1240.0,1,4.0,1.0,1.0,7831.0,2023-03-03,260000.0,2023.0,3.0
residential,9.0,480.0,colonial,aluminum/vinyl,2.0,1974.0,6.0,1718.0,1,3.0,2.0,0.0,10080.0,2023-10-27,325000.0,2023.0,10.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1974.0,5.0,1227.0,1,3.0,2.0,1.0,7200.0,2023-07-12,330000.0,2023.0,7.0
residential,9.0,480.0,ranch,aluminum/vinyl,1.0,1974.0,6.0,1564.0,1,3.0,1.0,1.0,7200.0,2023-09-20,225000.0,2023.0,9.0
residential,9.0,520.0,ranch,asphalt/other,1.0,1964.0,5.0,1006.0,1,3.0,1.0,1.0,7398.0,2023-04-12,200000.0,2023.0,4.0
residential,9.0,520.0,colonial,brick,2.0,1965.0,7.0,1606.0,1,4.0,1.0,1.0,7208.0,2023-06-28,210000.0,2023.0,6.0
residential,9.0,520.0,ranch,aluminum/vinyl,1.0,1964.0,5.0,1006.0,1,3.0,1.0,1.0,8480.0,2023-06-22,176000.0,2023.0,6.0
residential,9.0,520.0,ranch,aluminum/vinyl,1.0,1965.0,6.0,1350.0,1,3.0,2.0,1.0,8480.0,2023-02-23,220700.0,2023.0,2.0
residential,9.0,520.0,ranch,aluminum/vinyl,1.0,1965.0,12.0,1227.0,1,6.0,1.0,1.0,8410.0,2023-03-28,195500.0,2023.0,3.0
residential,9.0,520.0,ranch,aluminum/vinyl,1.0,1965.0,6.0,1232.0,1,3.0,1.0,1.0,13824.0,2023-09-12,200000.0,2023.0,9.0
