,Style,Extwall,FinishedSqft,Lotsize,Bdrms,Baths_total,Sale_year,Sale_month,Sale_price
1875,Cape Cod,Aluminum/Vinyl,723,4880,2,1,2023,8,137300
1877,Ranch,Aluminum/Vinyl,724,5341,2,1,2023,12,103000
1884,Ranch,Aluminum/Vinyl,725,6600,2,1,2023,4,125900
1889,Ranch,Wood,725,6000,2,1,2023,5,176000
1894,Ranch,Aluminum/Vinyl,725,5805,2,1,2020,10,145000
1895,Ranch,Aluminum / Vinyl,725,5805,2,1,2014,8,84300
1900,Ranch,Aluminum / Vinyl,725,5546,2,1,2013,12,97500
1908,Ranch,Aluminum/Vinyl,725,5043,2,1,2021,11,175000
1909,Ranch,Aluminum / Vinyl,725,5043,2,1,2013,6,119500
1913,Ranch,Aluminum/Vinyl,725,4800,2,1,2023,5,185000
1914,Ranch,Aluminum / Vinyl,725,4800,2,1,2017,8,115000
1918,Ranch,Aluminum / Vinyl,725,4725,2,1,2014,7,100900
1920,Ranch,Aluminum/Vinyl,725,4720,2,1,2021,5,180000
1925,Res O/S 1 Story,Aluminum/Vinyl,725,4320,2,1,2021,12,105000
1934,Ranch,Aluminum/Vinyl,726,6500,2,1,2020,9,148900
1935,Ranch,Aluminum/Vinyl,726,5760,4,1,2022,1,121000
1938,Ranch,Aluminum/Vinyl,726,5760,2,1,2021,6,160000
1939,Ranch,Aluminum/Vinyl,726,5760,2,1,2020,2,140000
1949,Cottage,Aluminum/Vinyl,726,3840,2,1,2020,10,80000
1950,Ranch,Aluminum/Vinyl,727,5650,2,1,2023,8,315000
1962,Ranch,Aluminum / Vinyl,728,8448,2,1,2015,10,82000
1970,Ranch,Wood,728,5490,2,1,2022,11,180000
1974,Ranch,Aluminum / Vinyl,728,5480,2,1,2016,6,115000
1977,Ranch,Aluminum / Vinyl,728,5200,2,1,2017,6,135000
1978,Ranch,Aluminum/Vinyl,728,5152,2,1,2023,6,90000
1980,Ranch,Aluminum / Vinyl,728,5000,2,1,2017,4,110000
1983,Ranch,Aluminum/Vinyl,728,4900,2,1,2021,1,132000
1984,Ranch,Frame,728,4840,2,1,2016,4,80000
1985,Ranch,Aluminum/Vinyl,728,4800,2,1,2023,3,155500
1987,Ranch,Aluminum / Vinyl,728,4800,2,1,2017,8,109200
1991,Res O/S 1 Story,Aluminum/Vinyl,728,4320,2,1,2023,11,90000
1992,Cottage,Aluminum/Vinyl,728,3600,2,2,2022,4,180000
1994,Rm or Rooming House,Aluminum / Vinyl,728,0,3,1,2015,5,80000
1995,Ranch,Aluminum/Vinyl,729,7150,2,1,2022,5,193000
1996,Ranch,Aluminum / Vinyl,729,7150,2,1,2017,11,99500
1998,Ranch,Aluminum/Vinyl,729,6250,2,1,2022,5,165000
1999,Ranch,Aluminum/Vinyl,729,6160,2,1,2022,9,231000
2003,Ranch,Aluminum / Vinyl,729,5650,2,1,2018,5,121000
2004,Ranch,Frame,729,5452,2,1,2018,6,115000
2005,Ranch,Aluminum / Vinyl,729,5439,2,1,2018,7,121500
2006,Ranch,Aluminum/Vinyl,729,5076,2,1,2020,8,140000
2007,Ranch,Aluminum/Vinyl,729,5060,2,1,2020,9,138000
2008,Ranch,Aluminum/Vinyl,729,4880,4,2,2022,8,160000
2009,Ranch,Aluminum/Vinyl,729,4880,2,1,2021,7,110000
2010,Ranch,Aluminum/Vinyl,729,4840,2,1,2023,12,95000
2018,Ranch,Brick,730,5289,2,1,2020,6,165000
2019,Ranch,Brick,730,5289,2,1,2015,6,100000
2020,Res O/S 1 Story,Aluminum/Vinyl,730,4920,2,1,2022,12,114900
2024,Cottage,Aluminum/Vinyl,730,3600,2,1,2020,10,109900
2026,Ranch,Aluminum / Vinyl,731,8040,2,1,2018,10,95000
2028,Ranch,Aluminum/Vinyl,731,6844,2,1,2023,5,147000
2029,Ranch,Aluminum/Vinyl,731,6480,2,1,2022,7,200000
2033,Ranch,Aluminum/Vinyl,732,6000,2,1,2023,3,151000
2037,Ranch,Aluminum/Vinyl,732,5060,2,1,2023,4,102500
2043,Ranch,Aluminum / Vinyl,732,4800,2,1,2013,5,90000
2044,Ranch,Aluminum / Vinyl,732,4800,2,1,2016,5,96900
2046,Ranch,Aluminum / Vinyl,732,4800,2,1,2016,6,98500
2049,Ranch,Aluminum/Vinyl,733,5808,2,1,2021,12,150000
2051,Ranch,Aluminum / Vinyl,733,5808,2,1,2017,10,108000
2053,Cottage,Aluminum/Vinyl,733,1050,2,1,2022,11,152250
2054,Cottage,Aluminum / Vinyl,733,1050,2,1,2017,7,90800
2056,Ranch,Aluminum/Vinyl,734,10725,2,1,2023,8,91000
2060,Ranch,Aluminum / Vinyl,734,6700,2,1,2013,6,111000
2064,Ranch,Aluminum / Vinyl,734,5440,2,1,2014,11,125000
2065,Ranch,Aluminum/Vinyl,734,4980,2,1,2022,10,105000
2071,Ranch,Brick,734,4920,2,2,2023,7,147000
2073,Ranch,Aluminum/Vinyl,734,4800,2,1,2020,1,120000
2077,Ranch,Aluminum / Vinyl,734,4800,2,1,2015,5,87500
2078,Ranch,Aluminum / Vinyl,734,4800,2,1,2016,9,116000
2080,Ranch,Aluminum / Vinyl,735,6696,2,1,2018,3,135000
2084,Ranch,Aluminum / Vinyl,735,6696,2,1,2018,10,135000
2085,Ranch,Aluminum/Vinyl,735,5535,4,1,2022,4,92500
2090,Ranch,Aluminum / Vinyl,735,4680,2,1,2017,7,122000
2097,Res O/S 1 Story,Aluminum/Vinyl,736,5400,2,1,2022,4,140000
2099,Ranch,Aluminum / Vinyl,736,3720,2,1,2015,12,88000
2100,Ranch,Aluminum / Vinyl,736,3720,2,1,2017,8,108000
2104,Ranch,Aluminum / Vinyl,736,3500,2,2,2016,2,80000
2106,Ranch,Aluminum / Vinyl,737,9344,2,1,2017,9,119000
2108,Ranch,Aluminum/Vinyl,737,5040,2,1,2020,1,114000
2109,Ranch,Frame,737,5000,2,1,2016,3,93000
2113,Res O/S 1 Story,Aluminum/Vinyl,738,7182,2,1,2021,6,163000
2114,Residence O/S,Aluminum / Vinyl,738,7182,2,1,2017,4,84000
2116,Ranch,Aluminum / Vinyl,738,6800,2,1,2018,2,88500
2117,Cape Cod,Aluminum / Vinyl,738,6525,2,1,2018,11,91000
2120,Ranch,Brick,738,5368,2,1,2022,12,118500
2123,Cape Cod,Aluminum / Vinyl,738,5060,2,1,2017,9,128000
2126,Cape Cod,Aluminum/Vinyl,738,4620,2,1,2021,7,165000
2128,Ranch,Aluminum / Vinyl,739,6455,2,1,2016,4,81000
2130,Ranch,Aluminum/Vinyl,739,6454,2,1,2020,10,122500
2133,Cape Cod,Aluminum / Vinyl,739,4960,2,1,2018,11,130000
2134,Ranch,Aluminum / Vinyl,739,4800,2,1,2016,6,111200
2135,Ranch,Aluminum / Vinyl,739,4720,2,1,2018,8,129900
2136,Residence O/S,Aluminum / Vinyl,740,19800,2,1,2015,10,102500
2138,Residence O/S,Aluminum / Vinyl,740,19800,2,1,2016,7,120900
2141,Ranch,Aluminum/Vinyl,740,4400,2,1,2021,7,142000
2142,Ranch,Brick,740,3900,2,2,2021,4,205000
2143,Ranch,Brick,740,3900,2,1,2016,9,128000
2145,Cottage,Wood,740,3540,2,2,2023,4,140000
2146,Milwaukee Bungalow,Aluminum/Vinyl,741,9585,2,1,2023,3,140000
2147,Ranch,Brick,741,5360,2,1,2020,2,100000
2149,Ranch,Aluminum/Vinyl,741,3600,2,2,2021,10,195000
2150,Ranch,Aluminum/Vinyl,742,7164,2,1,2021,1,95000
2151,Res O/S 1 Story,Aluminum/Vinyl,742,5580,2,1,2023,12,173300
2152,Cape Cod,Aluminum / Vinyl,742,5400,2,1,2016,5,97900
2153,Ranch,Aluminum/Vinyl,742,5040,4,1,2022,3,210000
2156,Ranch,Aluminum / Vinyl,742,5040,2,1,2018,8,140000
2158,Ranch,Aluminum/Vinyl,742,5000,2,1,2021,7,135000
2159,Ranch,Stucco,742,5000,2,1,2017,4,113000
2160,Ranch,Stucco,742,5000,2,1,2018,4,126000
2162,Cottage,Aluminum/Vinyl,743,9315,3,1,2022,10,162500
2164,Ranch,Aluminum / Vinyl,743,6579,2,1,2016,10,98000
2165,Ranch,Aluminum/Vinyl,743,6321,2,1,2020,11,140000
2166,Ranch,Aluminum/Vinyl,743,6192,2,1,2022,6,170000
2167,Cape Cod,Aluminum/Vinyl,743,5760,2,1,2020,7,91000
2173,Cape Cod,Aluminum / Vinyl,744,5650,2,1,2017,5,109000
2174,Ranch,Aluminum/Vinyl,744,5400,2,1,2021,7,125000
2176,Cottage,Aluminum/Vinyl,744,5200,2,1,2021,5,140000
2177,Cape Cod,Brick,744,5000,2,1,2020,5,112000
2178,Ranch,Brick,744,5000,2,1,2020,12,105000
2181,Ranch,Brick,744,4800,2,2,2023,5,112500
2190,Cottage,Asphalt/Other,744,2790,2,1,2022,9,159900
2191,Ranch,Aluminum/Vinyl,745,6579,2,1,2021,5,170000
2195,Ranch,Aluminum/Vinyl,745,4960,2,1,2023,6,185000
2196,Ranch,Aluminum/Vinyl,745,4960,2,1,2020,11,129900
2197,Ranch,Aluminum / Vinyl,745,4960,2,1,2018,8,120000
2200,Ranch,Stucco,746,5160,2,1,2020,9,160000
2201,Cape Cod,Aluminum / Vinyl,747,7560,2,1,2016,6,91000
2204,Ranch,Aluminum / Vinyl,747,6120,2,1,2017,5,84900
2207,Cape Cod,Aluminum / Vinyl,747,5170,2,1,2014,5,80000
2209,Cape Cod,Aluminum / Vinyl,747,5170,2,1,2016,12,107000
2210,Ranch,Aluminum/Vinyl,747,5040,2,1,2022,5,152000
2211,Cape Cod,Aluminum/Vinyl,747,4800,2,1,2020,4,90000
2215,Cottage,Aluminum / Vinyl,747,3600,2,1,2014,9,105000
2216,Res O/S A & 1/2,Aluminum/Vinyl,748,8400,2,1,2022,10,200000
2217,Res O/S A & 1/2,Asphalt/Other,748,7500,2,1,2022,3,145000
2218,Residence O/S,Frame,748,7500,2,1,2015,8,85000
2219,Res O/S 1 Story,Aluminum/Vinyl,748,7440,2,1,2022,5,155000
2220,Ranch,Aluminum / Vinyl,748,5376,2,1,2017,6,133000
2222,Milwaukee Bungalow,Aluminum / Vinyl,748,5000,2,1,2017,12,95000
2224,Ranch,Aluminum/Vinyl,748,4800,2,1,2021,5,108000
2225,Cape Cod,Aluminum / Vinyl,748,4750,2,1,2018,8,133000
2229,Cottage,Asphalt/Other,748,4060,2,1,2023,8,140000
2231,Cottage,Aluminum/Vinyl,748,4050,2,2,2023,9,240000
2233,Ranch,Aluminum/Vinyl,748,3720,2,1,2022,6,215000
2235,Ranch,Aluminum / Vinyl,748,3720,2,1,2016,1,100000
2236,Residence O/S,Aluminum / Vinyl,748,3660,2,1,2013,1,95000
2237,Ranch,Aluminum/Vinyl,748,3600,2,1,2023,7,221901
2241,Cottage,Aluminum/Vinyl,748,2850,2,1,2023,11,125000
2246,Cottage,Aluminum/Vinyl,748,2459,2,2,2023,8,96100
2248,Ranch,Frame,749,5520,2,1,2015,10,86500
2249,Ranch,Aluminum/Vinyl,749,4800,2,1,2023,10,105000
2254,Ranch,Aluminum/Vinyl,749,4800,2,1,2023,11,140000
2260,Ranch,Aluminum / Vinyl,750,5080,2,2,2017,6,121400
2261,Cape Cod,Aluminum/Vinyl,750,4988,4,1,2022,3,155000
2267,Ranch,Aluminum / Vinyl,750,4800,2,1,2017,12,117000
2269,Ranch,Aluminum / Vinyl,750,4032,2,1,2018,10,121500
2270,Milwaukee Bungalow,Aluminum / Vinyl,750,3750,2,1,2017,3,125000
2276,Ranch,Aluminum / Vinyl,751,3000,2,1,2017,5,107000
2278,Cape Cod,Aluminum / Vinyl,752,6210,2,1,2015,7,93000
2279,Cape Cod,Aluminum/Vinyl,752,5000,2,1,2020,10,146900
2280,Cape Cod,Aluminum / Vinyl,752,5000,2,1,2013,8,111500
2281,Cape Cod,Aluminum / Vinyl,752,5000,2,1,2016,8,109000
2285,Ranch,Aluminum/Vinyl,753,6750,2,1,2021,4,145000
2287,Ranch,Wood,753,6520,2,1,2022,7,85000
2288,Ranch,Aluminum / Vinyl,753,6144,2,1,2013,1,119000
2289,Ranch,Aluminum / Vinyl,753,6080,2,1,2017,3,123000
2290,Ranch,Aluminum / Vinyl,753,6080,2,1,2018,8,135000
2297,Ranch,Aluminum/Vinyl,753,4845,2,1,2020,3,180000
2298,Ranch,Aluminum / Vinyl,753,4845,2,1,2015,7,132000
2299,Ranch,Aluminum/Vinyl,753,3720,2,1,2020,8,125000
2300,Ranch,Aluminum / Vinyl,754,8265,2,1,2017,9,115000
2302,Cape Cod,Aluminum/Vinyl,754,5453,2,2,2022,8,81600
2304,Cape Cod,Asphalt/Other,755,5520,2,1,2022,5,180000
2315,Ranch,Brick,755,4800,2,1,2021,9,109000
2316,Cape Cod,Aluminum / Vinyl,755,4800,2,1,2018,7,112000
2317,Ranch,Aluminum/Vinyl,756,8083,2,1,2022,7,220000
2318,Ranch,Aluminum/Vinyl,756,8040,2,1,2020,12,130000
2319,Ranch,Aluminum/Vinyl,756,7936,2,1,2022,7,107000
2320,Ranch,Aluminum/Vinyl,756,7198,2,1,2020,9,195000
2326,Ranch,Aluminum/Vinyl,756,5719,2,1,2022,8,168500
2327,Ranch,Aluminum / Vinyl,756,5719,2,1,2016,5,80000
2329,Ranch,Aluminum / Vinyl,756,5535,2,1,2017,8,115100
2330,Ranch,Aluminum/Vinyl,756,5520,2,1,2021,1,170000
2331,Ranch,Aluminum / Vinyl,756,5494,2,1,2017,2,126000
2333,Cottage,Aluminum/Vinyl,756,5200,2,1,2023,6,154000
2334,Cottage,Aluminum/Vinyl,756,5200,2,1,2022,11,120000
2335,Cape Cod,Brick,756,5000,4,1,2023,9,167000
2336,Cape Cod,Brick,756,5000,2,1,2022,5,160000
2337,Cape Cod,Brick,756,5000,2,1,2021,8,135000
2340,Milwaukee Bungalow,Aluminum/Vinyl,756,3660,2,2,2022,11,140000
2341,Ranch,Aluminum/Vinyl,757,7897,2,2,2020,10,173000
2345,Ranch,Aluminum/Vinyl,757,5460,2,1,2022,5,175000
2346,Ranch,Aluminum / Vinyl,757,5320,2,1,2018,4,90000
2347,Ranch,Aluminum/Vinyl,757,4800,2,1,2023,1,164900
2348,Ranch,Aluminum/Vinyl,757,4370,4,1,2022,1,93500
2349,Ranch,Aluminum/Vinyl,757,4370,4,1,2022,3,118000
2351,Rm or Rooming House,Frame,757,0,2,1,2015,7,187000
2352,Ranch,Aluminum/Vinyl,758,6500,2,2,2022,6,82000
2353,Ranch,Wood,758,5040,2,1,2021,7,102000
2355,Ranch,Aluminum / Vinyl,758,4800,2,1,2014,12,86500
2357,Cape Cod,Aluminum/Vinyl,758,3600,2,1,2023,4,240000
2359,Ranch,Aluminum/Vinyl,759,7245,2,1,2021,8,155000
2360,Ranch,Aluminum / Vinyl,759,6100,2,1,2017,9,135000
2361,Ranch,Aluminum/Vinyl,759,5989,2,1,2022,1,150000
2362,Ranch,Aluminum/Vinyl,759,5400,2,1,2023,12,159000
2366,Ranch,Aluminum/Vinyl,759,4800,2,1,2022,10,155000
2369,Ranch,Brick,759,3870,2,1,2015,6,82000
2371,Ranch,Brick,759,3660,2,2,2017,6,86000
2373,Residence O/S,Aluminum / Vinyl,760,7920,2,1,2013,5,89900
2374,Milwaukee Bungalow,Aluminum/Vinyl,760,6750,3,2,2021,6,195000
2375,Milwaukee Bungalow,Aluminum / Vinyl,760,6750,3,2,2015,6,100000
2378,Ranch,Aluminum / Vinyl,760,5640,2,1,2013,6,80000
2383,Ranch,Aluminum/Vinyl,760,4850,2,1,2023,4,160000
2384,Ranch,Aluminum / Vinyl,760,4800,2,1,2018,6,95000
2385,Ranch,Aluminum/Vinyl,760,4636,2,1,2023,5,185000
2386,Ranch,Aluminum/Vinyl,760,4636,2,1,2020,12,146000
2389,Cottage,Asphalt/Other,760,4200,2,1,2023,7,85000
2390,Ranch,Brick,760,3500,2,1,2023,8,185000
2395,Cottage,Aluminum / Vinyl,760,2160,2,1,2017,4,121500
2396,Rm or Rooming House,Aluminum / Vinyl,760,0,2,1,2016,9,285000
2397,Ranch,Aluminum/Vinyl,761,6375,2,1,2023,5,200000
2398,Ranch,Aluminum / Vinyl,761,6375,2,1,2014,9,98500
2400,Cape Cod,Brick,761,5000,4,2,2022,3,159900
2401,Cape Cod,Brick,761,5000,2,1,2014,9,94900
2403,Cape Cod,Brick,761,4800,4,2,2022,1,130000
2410,Cape Cod,Brick,761,4750,2,1,2021,4,159140
2414,Ranch,Brick,761,3500,2,1,2014,5,85000
2415,Cape Cod,Brick,761,3162,2,1,2023,11,130000
2416,Ranch,Brick,762,5200,4,1,2022,4,180000
2418,Ranch,Aluminum/Vinyl,762,4880,2,1,2022,5,210000
2422,Residence O/S,Aluminum / Vinyl,762,3750,2,1,2017,12,90000
2423,Cape Cod,Brick,763,4872,2,1,2018,7,168000
2424,Ranch,Brick,763,4750,2,2,2016,8,127000
2425,Ranch,Aluminum/Vinyl,764,7245,2,2,2023,11,150000
2426,Ranch,Aluminum / Vinyl,764,7000,2,2,2017,6,190000
2428,Ranch,Aluminum/Vinyl,764,6026,2,1,2020,1,95000
2429,Ranch,Aluminum / Vinyl,764,5040,2,1,2015,8,81500
2430,Ranch,Brick,764,4920,2,2,2018,2,102000
2432,Rm or Rooming House,Frame,764,0,2,1,2017,11,123000
2433,Ranch,Aluminum/Vinyl,765,5000,2,1,2023,6,169000
2436,Cape Cod,Aluminum/Vinyl,765,4680,2,1,2023,1,235000
2437,Ranch,Aluminum / Vinyl,765,3600,2,1,2018,12,115000
2439,Cottage,Aluminum / Vinyl,765,3570,2,1,2017,4,89000
2443,Ranch,Aluminum/Vinyl,766,6028,2,1,2022,2,85000
2445,Ranch,Aluminum/Vinyl,766,4880,4,1,2022,1,137500
2446,Cape Cod,Brick,767,6160,2,1,2022,9,125000
2449,Ranch,Aluminum/Vinyl,767,5480,3,1,2022,4,109000
2453,Cape Cod,Brick,767,4800,2,1,2018,5,93000
2457,Ranch,Aluminum/Vinyl,768,9310,2,1,2020,10,132000
2458,Cottage,Wood,768,9152,2,1,2020,10,120000
2459,Ranch,Stucco,768,7930,2,1,2021,4,135000
2460,Ranch,Aluminum / Vinyl,768,7884,2,2,2017,7,128000
2462,Ranch,Aluminum / Vinyl,768,7089,3,1,2013,3,98500
2464,Cape Cod,Aluminum / Vinyl,768,6875,2,1,2014,9,91000
2467,Residence O/S,Aluminum / Vinyl,768,6750,2,1,2016,7,93000
2468,Ranch,Frame,768,6750,2,1,2018,12,85000
2469,Ranch,Aluminum/Vinyl,768,6700,2,1,2022,8,165000
2470,Ranch,Aluminum/Vinyl,768,6650,3,2,2021,11,150000
2471,Cape Cod,Aluminum / Vinyl,768,6636,2,1,2016,11,119000
2474,Ranch,Aluminum/Vinyl,768,6615,2,1,2023,2,197500
2480,Ranch,Aluminum/Vinyl,768,6250,2,1,2023,2,193300
2485,Ranch,Aluminum/Vinyl,768,6240,2,1,2023,4,108000
2492,Ranch,Frame,768,6080,2,1,2017,10,125000
2494,Ranch,Aluminum/Vinyl,768,6050,2,1,2022,11,159000
2496,Ranch,Aluminum/Vinyl,768,6000,2,1,2021,5,170000
2497,Ranch,Aluminum/Vinyl,768,5940,2,2,2023,1,150000
2499,Ranch,Aluminum / Vinyl,768,5900,2,1,2017,4,126500
2500,Ranch,Aluminum / Vinyl,768,5900,2,1,2017,7,131500
2501,Ranch,Aluminum/Vinyl,768,5760,2,2,2023,9,125000
2510,Res O/S 1 Story,Aluminum/Vinyl,768,5625,3,2,2020,6,144500
2511,Residence O/S,Aluminum / Vinyl,768,5625,3,2,2016,11,95900
2512,Ranch,Aluminum / Vinyl,768,5500,2,1,2016,7,83000
2513,Ranch,Aluminum / Vinyl,768,5500,2,1,2018,10,109700
2518,Ranch,Aluminum / Vinyl,768,5400,2,1,2018,7,125000
2519,Ranch,Aluminum/Vinyl,768,5280,4,1,2022,2,225000
2520,Cape Cod,Aluminum/Vinyl,768,5280,2,1,2021,9,112000
2521,Ranch,Aluminum / Vinyl,768,5280,2,1,2013,7,87000
2522,Ranch,Aluminum / Vinyl,768,5280,2,1,2014,5,107500
2523,Ranch,Aluminum / Vinyl,768,5280,2,1,2017,3,114500
2524,Ranch,Aluminum / Vinyl,768,5118,2,1,2016,7,137000
2526,Cape Cod,Brick,768,5040,2,1,2020,5,150000
2527,Residence O/S,Aluminum / Vinyl,768,4960,2,1,2017,3,120000
2528,Ranch,Aluminum/Vinyl,768,4905,2,1,2022,9,195000
2530,Ranch,Aluminum / Vinyl,768,4905,2,1,2017,7,130400
2531,Ranch,Aluminum/Vinyl,768,4880,2,2,2023,10,138000
2532,Ranch,Aluminum/Vinyl,768,4880,2,1,2022,8,163000
2535,Ranch,Aluminum/Vinyl,768,4800,2,2,2023,7,160000
2536,Ranch,Aluminum/Vinyl,768,4800,4,1,2022,4,132500
2539,Ranch,Aluminum / Vinyl,768,4800,2,1,2016,3,99900
2544,Cottage,Aluminum/Vinyl,768,4760,2,1,2023,12,87500
2554,Ranch,Aluminum/Vinyl,768,4725,2,2,2021,8,145000
2555,Ranch,Wood,768,4725,2,2,2020,8,89000
2557,Ranch,Aluminum/Vinyl,768,4687,2,1,2022,8,116000
2558,Ranch,Aluminum/Vinyl,768,4687,2,1,2022,12,218000
2562,Ranch,Aluminum / Vinyl,768,3968,2,1,2016,8,99900
2563,Res O/S 1 Story,Aluminum/Vinyl,768,3888,2,1,2023,7,175000
2567,Residence O/S,Aluminum / Vinyl,768,3750,2,1,2014,7,105000
2570,Res O/S 1 Story,Aluminum/Vinyl,768,3600,2,1,2023,6,167500
2571,Residence O/S,Aluminum / Vinyl,768,3600,3,2,2018,4,120000
2572,Residence O/S,Aluminum / Vinyl,768,3200,2,1,2018,7,83900
2574,Ranch,Aluminum/Vinyl,768,0,2,1,2021,9,160000
2575,Ranch,Aluminum/Vinyl,769,7200,2,1,2021,7,80000
2577,Ranch,Aluminum/Vinyl,769,5490,2,1,2023,11,110000
2582,Ranch,Aluminum/Vinyl,770,12000,2,1,2022,12,103900
2584,Ranch,Aluminum/Vinyl,770,9520,2,2,2023,2,180000
2585,Ranch,Aluminum/Vinyl,770,9520,2,2,2020,9,155000
2588,Ranch,Aluminum/Vinyl,770,5560,2,1,2020,9,160000
2589,Ranch,Block,770,5560,2,1,2014,2,87500
2591,Ranch,Aluminum / Vinyl,770,5560,2,1,2015,7,112000
2592,Ranch,Block,770,5560,2,1,2016,1,95000
2593,Ranch,Aluminum / Vinyl,770,5560,2,1,2017,12,118000
2594,Cape Cod,Aluminum/Vinyl,770,5200,2,1,2021,5,148000
2596,Milwaukee Bungalow,Aluminum/Vinyl,770,4800,2,2,2021,3,140000
2598,Residence O/S,Frame,770,2500,2,1,2016,6,126000
2599,Ranch,Aluminum / Vinyl,771,6320,2,2,2017,6,144900
2600,Ranch,Aluminum / Vinyl,771,5880,2,1,2018,8,123100
2602,Ranch,Aluminum / Vinyl,771,5520,2,1,2017,9,113000
2603,Ranch,Aluminum/Vinyl,771,5400,2,1,2022,4,165000
2604,Ranch,Asphalt/Other,771,5400,2,1,2020,3,85000
2605,Ranch,Aluminum/Vinyl,771,5400,2,2,2020,8,145000
2606,Ranch,Aluminum / Vinyl,771,5400,2,1,2013,4,88900
2608,Ranch,Aluminum / Vinyl,771,5400,2,1,2013,10,84900
2609,Ranch,Aluminum / Vinyl,771,5400,2,1,2015,7,110000
2610,Ranch,Aluminum / Vinyl,771,5400,2,1,2015,9,89900
2611,Ranch,Aluminum / Vinyl,771,5400,2,1,2016,7,115000
2612,Ranch,Aluminum / Vinyl,771,5400,2,1,2016,10,105900
2613,Ranch,Aluminum / Vinyl,771,5400,2,1,2017,2,111900
2615,Ranch,Aluminum / Vinyl,771,5400,2,1,2017,7,107500
2616,Ranch,Aluminum / Vinyl,771,5400,2,1,2018,12,130000
2617,Ranch,Aluminum/Vinyl,771,5040,2,1,2021,8,177000
2619,Cape Cod,Aluminum / Vinyl,771,4800,2,1,2018,10,114500
2620,Cape Cod,Aluminum / Vinyl,771,4760,2,2,2017,7,125000
2622,Ranch,Aluminum / Vinyl,771,4720,2,1,2014,7,85500
2623,Ranch,Aluminum/Vinyl,772,5400,2,1,2021,6,135000
2624,Ranch,Aluminum/Vinyl,772,5200,2,1,2020,10,135000
2627,Ranch,Aluminum/Vinyl,772,5160,2,1,2020,3,138000
2628,Ranch,Aluminum/Vinyl,772,4800,2,1,2023,9,240000
2631,Cape Cod,Aluminum / Vinyl,773,6250,2,1,2017,4,109900
2632,Ranch,Aluminum / Vinyl,773,6072,2,1,2014,5,107500
2635,Ranch,Brick,773,5940,2,1,2023,9,155000
2636,Ranch,Aluminum/Vinyl,773,5640,2,1,2020,11,119000
2639,Ranch,Aluminum / Vinyl,774,5400,2,1,2016,6,99000
2640,Ranch,Aluminum / Vinyl,774,5400,2,1,2018,8,112500
2644,Residence O/S,Aluminum / Vinyl,775,8100,2,1,2018,9,106500
2645,Ranch,Aluminum/Vinyl,775,7200,2,2,2022,10,209900
2648,Cape Cod,Aluminum / Vinyl,776,21780,2,1,2014,5,89900
2650,Cape Cod,Aluminum / Vinyl,776,21780,2,1,2017,4,99900
2651,Ranch,Aluminum/Vinyl,776,5900,2,1,2020,10,115000
2654,Ranch,Aluminum / Vinyl,776,5900,2,1,2018,5,88000
2656,Ranch,Aluminum/Vinyl,776,5822,2,1,2021,4,187500
2658,Cape Cod,Aluminum / Vinyl,776,4998,2,1,2018,3,140000
2661,Cottage,Aluminum/Vinyl,776,4960,2,1,2020,12,103000
2663,Ranch,Aluminum / Vinyl,776,4920,2,1,2017,11,124500
2664,Ranch,Aluminum / Vinyl,776,4920,2,1,2018,11,88000
2665,Ranch,Aluminum/Vinyl,776,4760,2,1,2022,8,155000
2666,Milwaukee Bungalow,Aluminum/Vinyl,776,4760,2,1,2021,1,111000
2673,Ranch,Aluminum / Vinyl,777,5400,2,1,2017,11,108000
2676,Ranch,Aluminum / Vinyl,777,5040,2,1,2017,11,108000
2678,Ranch,Aluminum/Vinyl,778,5828,2,1,2022,12,180000
2679,Ranch,Aluminum/Vinyl,778,5828,2,1,2021,2,147450
2680,Ranch,Frame,778,4920,2,1,2018,7,105500
2681,Ranch,Aluminum/Vinyl,778,4370,2,1,2023,10,134900
2684,Ranch,Aluminum / Vinyl,779,6240,2,1,2018,7,85000
2685,Ranch,Aluminum/Vinyl,779,5586,2,1,2020,9,120000
2686,Ranch,Stucco,779,5580,2,1,2015,5,128000
2689,Ranch,Aluminum / Vinyl,779,5400,2,1,2018,8,87900
2690,Ranch,Aluminum/Vinyl,779,5000,2,1,2022,5,175000
2696,Cape Cod,Aluminum/Vinyl,780,10780,2,1,2023,4,192000
2698,Ranch,Brick,780,7290,2,1,2017,2,97500
2699,Cape Cod,Aluminum/Vinyl,780,7232,2,1,2020,3,88000
2703,Ranch,Aluminum/Vinyl,780,6048,2,1,2022,9,103000
2704,Ranch,Stone,780,6003,2,1,2015,9,84500
2705,Ranch,Block,780,5500,2,1,2016,5,112000
2706,Ranch,Brick,780,5440,4,1,2022,1,150000
2707,Ranch,Brick,780,5400,2,1,2022,10,163000
2708,Ranch,Brick,780,5400,2,1,2018,8,125500
2709,Ranch,Aluminum / Vinyl,780,5376,2,1,2014,5,80000
2714,Ranch,Aluminum/Vinyl,780,4800,2,1,2020,3,96955
2715,Ranch,Aluminum / Vinyl,780,4200,2,1,2017,2,114500
2716,Cottage,Aluminum / Vinyl,780,4200,2,1,2018,7,115000
2717,Res O/S A & 1/2,Aluminum/Vinyl,780,3740,2,1,2023,7,140000
2719,Cape Cod,Brick,780,2375,2,1,2017,7,96000
2721,Cottage,Aluminum / Vinyl,780,1500,2,1,2016,5,129000
