Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
Cape Cod,4,2,1192,2021-03-10,2021,3,284905
Bi-Level,4,2,2076,2021-02-22,2021,2,275000
Residence O/S 2sty+,3,2,1392,2020-12-11,2020,12,225000
Ranch,3,2,1440,2013-11-01,2013,11,182000
Residence O/S,3,2,2325,2014-03-01,2014,3,141100
Residence O/S,4,1,1211,2014-09-01,2014,9,120000
Bi-Level,4,2,2076,2015-03-01,2015,3,175000
Residence O/S,3,3,2165,2015-10-01,2015,10,177000
Ranch,3,2,1405,2016-06-01,2016,6,190000
Residence O/S,3,1,1402,2016-11-01,2016,11,96000
Cottage,3,1,903,2017-04-01,2017,4,101000
Ranch,3,2,1103,2018-12-01,2018,12,215800
Cape Cod,4,2,1420,2020-02-28,2020,2,175000
Colonial,3,2,2102,2017-11-01,2017,11,210000
Cape Cod,4,2,1725,2017-04-01,2017,4,181000
Cape Cod,4,2,1882,2020-11-24,2020,11,219900
Ranch,3,2,956,2021-05-28,2021,5,220000
Ranch,3,2,1253,2015-04-01,2015,4,182000
Colonial,3,2,1740,2016-12-01,2016,12,135000
Ranch,4,2,1159,2017-06-01,2017,6,134000
Cape Cod,4,3,2229,2021-07-09,2021,7,332100
Cape Cod,4,3,2229,2018-07-01,2018,7,250000
Cape Cod,3,3,1441,2018-08-01,2018,8,219900
Residence O/S 2sty+,4,3,1799,2020-07-09,2020,7,312000
Ranch,3,2,1070,2020-03-30,2020,3,161500
Ranch,2,1,930,2023-01-10,2023,1,120000
Cape Cod,2,2,1335,2022-04-18,2022,4,216450
Ranch,2,1,1057,2022-12-15,2022,12,160000
Ranch,2,1,1085,2021-10-08,2021,10,116500
Ranch,3,2,1268,2020-10-24,2020,10,126000
Ranch,2,1,1085,2014-08-01,2014,8,77500
Cape Cod,2,2,1335,2016-07-01,2016,7,85000
Ranch,2,1,1057,2018-08-01,2018,8,128000
Res O/S A & 1/2,3,1,1104,2021-09-27,2021,9,111500
Colonial,3,3,1857,2020-09-01,2020,9,255000
Ranch,2,2,1031,2017-11-01,2017,11,100000
Colonial,3,3,2112,2018-08-01,2018,8,289500
Cape Cod,3,2,1253,2020-10-12,2020,10,225000
Cape Cod,3,1,1430,2015-08-01,2015,8,123900
Colonial,4,4,2901,2018-09-01,2018,9,329500
Colonial,4,3,2279,2021-07-26,2021,7,370000
Colonial,4,3,2236,2020-10-16,2020,10,330000
Ranch,2,3,2138,2020-10-15,2020,10,360000
Ranch,3,2,1805,2020-09-11,2020,9,285000
Colonial,4,4,2484,2020-08-05,2020,8,300000
Ranch,3,2,1636,2015-06-01,2015,6,97300
Ranch,3,2,1420,2020-10-06,2020,10,220000
Ranch,3,2,1066,2020-09-28,2020,9,155000
Cape Cod,3,2,2793,2015-06-01,2015,6,351000
Ranch,3,3,2978,2022-10-21,2022,10,510000
Colonial,4,3,2356,2023-05-19,2023,5,377400
Colonial,4,3,2137,2013-03-01,2013,3,192000
Ranch,3,2,1469,2020-08-06,2020,8,239900
Duplex O/S,5,2,2128,2021-02-19,2021,2,62000
Ranch,3,3,1895,2021-11-01,2021,11,400000
Tudor,4,4,2326,2016-12-01,2016,12,340000
Duplex O/S,5,2,1936,2023-06-08,2023,6,165000
Split Level,3,3,2712,2022-09-14,2022,9,320000
Split Level,3,3,2712,2016-05-01,2016,5,237500
Ranch,3,3,2150,2014-12-01,2014,12,275000
Ranch,3,3,2150,2018-11-01,2018,11,301000
Ranch,3,2,1171,2020-05-05,2020,5,189900
Ranch,3,2,1171,2016-08-01,2016,8,145000
Colonial,4,3,2237,2022-05-10,2022,5,400000
Cape Cod,4,2,2044,2020-11-19,2020,11,294900
Cape Cod,4,2,2044,2015-06-01,2015,6,206500
Colonial,4,3,2845,2015-03-01,2015,3,268000
Colonial,4,3,2589,2019-06-28,2019,6,300000
Cape Cod,3,1,1012,2017-11-01,2017,11,137000
Ranch,3,2,1288,2018-08-01,2018,8,162000
Ranch,3,3,2603,2016-07-01,2016,7,209000
Ranch,3,1,1048,2021-08-31,2021,8,165000
Ranch,3,2,1577,2015-03-01,2015,3,169900
Milwaukee Bungalow,3,2,1105,2023-05-31,2023,5,120000
Colonial,4,4,2804,2018-08-01,2018,8,309000
Dplx Bungalow,3,2,2103,2023-12-19,2023,12,205000
Colonial,4,2,1744,2018-08-01,2018,8,183100
Ranch,3,2,1768,2013-05-01,2013,5,179000
Cape Cod,3,2,1348,2020-01-21,2020,1,190000
Cape Cod,3,2,1509,2020-09-18,2020,9,165000
Ranch,4,2,1204,2016-06-01,2016,6,147000
Duplex O/S,4,3,2013,2016-02-01,2016,2,133000
Cape Cod,3,2,960,2021-10-08,2021,10,230000
Bi-Level,3,2,1952,2020-12-23,2020,12,275000
Tudor,4,3,2669,2017-03-01,2017,3,284700
Colonial,4,3,2112,2020-05-11,2020,5,256000
Colonial,4,3,2112,2013-10-01,2013,10,215000
Colonial,4,3,2112,2018-06-01,2018,6,250000
Ranch,3,4,1541,2023-08-01,2023,8,265000
Cape Cod,3,1,1413,2022-08-30,2022,8,227000
Cape Cod,3,3,2286,2023-08-24,2023,8,410000
Cape Cod,3,3,2286,2014-05-01,2014,5,255000
Cape Cod,3,3,2286,2018-02-01,2018,2,238750
Cape Cod,3,4,2080,2021-11-05,2021,11,360000
Cape Cod,3,2,2080,2019-10-14,2019,10,260000
Cape Cod,3,4,2080,2015-07-01,2015,7,210000
Ranch,3,1,1082,2021-05-21,2021,5,80000
Ranch,3,3,2062,2014-10-01,2014,10,165000
Ranch,4,3,2874,2016-03-01,2016,3,295000
Residence O/S,3,2,1509,2018-02-01,2018,2,170000
Split Level,3,3,2004,2023-03-20,2023,3,220000
Colonial,4,3,2481,2017-08-01,2017,8,299000
Ranch,3,1,864,2018-09-01,2018,9,108900
Ranch,4,3,1312,2018-11-01,2018,11,110000
Cape Cod,3,3,2430,2023-11-03,2023,11,507250
Split Level,4,2,1743,2017-07-01,2017,7,242500
Ranch,2,3,1946,2020-09-09,2020,9,390000
Ranch,3,1,1192,2014-01-01,2014,1,86500
Ranch,3,2,1343,2020-02-25,2020,2,166000
Milwaukee Bungalow,5,2,2408,2023-04-28,2023,4,550000
Ranch,3,2,1897,2022-04-27,2022,4,282000
Milwaukee Bungalow,5,2,2408,2016-12-01,2016,12,207000
Split Level,3,3,1952,2018-11-01,2018,11,200000
Cape Cod,4,3,2870,2016-06-01,2016,6,287500
Dplx Bungalow,5,2,2680,2016-01-01,2016,1,271000
Cape Cod,4,2,1478,2015-11-01,2015,11,150100
Ranch,3,2,1165,2018-07-01,2018,7,135000
Split Level,4,2,1620,2017-06-01,2017,6,185000
Ranch,2,2,1077,2022-08-19,2022,8,170000
Res O/S 2sty +,5,2,2204,2022-09-08,2022,9,290000
Colonial,3,2,2463,2021-07-09,2021,7,426000
Colonial,4,3,2604,2020-09-28,2020,9,375000
Duplex N/S,5,2,2350,2013-06-01,2013,6,195000
Colonial,4,3,2482,2014-09-01,2014,9,205000
Colonial,3,2,2463,2016-03-01,2016,3,293000
Ranch,4,2,1200,2018-06-01,2018,6,145500
Ranch,3,1,1745,2018-06-01,2018,6,205000
Colonial,4,3,2343,2018-07-01,2018,7,269400
Res O/S A & 1/2,3,1,1103,2020-12-01,2020,12,169000
Colonial,3,2,1826,2023-07-25,2023,7,275000
Ranch,3,3,2222,2017-12-01,2017,12,285000
Cape Cod,3,1,1166,2017-11-01,2017,11,64000
Cape Cod,4,2,1644,2016-08-01,2016,8,225000
Colonial,3,4,2530,2018-04-01,2018,4,312500
Ranch,3,2,1584,2013-06-01,2013,6,154000
Ranch,3,2,1773,2023-11-21,2023,11,322500
Colonial,3,2,1916,2016-09-01,2016,9,182500
Duplex N/S,4,4,2270,2021-08-18,2021,8,285000
Cottage,3,1,1462,2016-10-01,2016,10,80200
Ranch,3,2,1021,2020-12-09,2020,12,158000
Ranch,3,2,1429,2014-06-01,2014,6,139900
Ranch,3,2,1429,2016-05-01,2016,5,153000
Cape Cod,3,1,1263,2023-03-07,2023,3,160000
Cape Cod,4,3,2485,2018-10-01,2018,10,314900
Ranch,3,2,963,2023-10-17,2023,10,193000
Ranch,3,1,948,2022-06-17,2022,6,135000
Ranch,3,2,2184,2015-08-01,2015,8,230000
Ranch,3,2,2184,2017-05-01,2017,5,259000
Ranch,3,2,2184,2017-09-01,2017,9,254900
Cape Cod,3,3,2905,2018-08-01,2018,8,275000
Cape Cod,5,3,2384,2014-06-01,2014,6,233000
Ranch,3,2,2069,2023-12-08,2023,12,371000
Split Level,4,3,1923,2017-04-01,2017,4,183000
Ranch,3,3,1659,2021-07-12,2021,7,325000
Cape Cod,5,3,1908,2022-08-19,2022,8,295000
Colonial,4,3,2365,2021-06-21,2021,6,358000
Colonial,4,3,2480,2020-09-15,2020,9,371100
Ranch,3,2,1195,2020-10-16,2020,10,192000
Ranch,3,2,1725,2023-06-21,2023,6,220000
Ranch,2,2,1170,2020-11-03,2020,11,175000
Ranch,3,2,1736,2021-04-02,2021,4,290760
Ranch,3,1,1398,2021-07-06,2021,7,250000
Cape Cod,4,3,1580,2020-10-30,2020,10,179000
Ranch,3,2,1736,2019-03-06,2019,3,190000
Colonial,4,2,1743,2015-07-01,2015,7,151900
Ranch,3,2,1461,2015-10-01,2015,10,143000
Colonial,3,4,1784,2018-12-01,2018,12,177000
Split Level,3,2,1892,2021-07-09,2021,7,221000
Ranch,3,2,1506,2023-03-03,2023,3,300000
Cape Cod,3,2,1874,2019-04-26,2019,4,235000
Ranch,3,2,1238,2022-12-08,2022,12,270000
Ranch,3,2,1012,2017-08-01,2017,8,165000
Ranch,3,2,1619,2019-04-29,2019,4,250000
Colonial,4,3,2495,2018-07-01,2018,7,294900
Cape Cod,4,2,1415,2014-09-01,2014,9,155000
Ranch,3,2,1270,2016-05-01,2016,5,165000
Cape Cod,4,2,1415,2016-11-01,2016,11,155000
Ranch,2,1,1033,2018-03-01,2018,3,144500
Ranch,3,3,1498,2015-09-01,2015,9,127500
Colonial,4,3,2684,2019-09-20,2019,9,300000
Colonial,3,2,1400,2014-08-01,2014,8,136000
Milwaukee Bungalow,5,2,2307,2022-11-03,2022,11,435000
Ranch,3,4,2263,2021-09-22,2021,9,368100
Colonial,4,3,2784,2019-02-19,2019,2,322000
Ranch,4,3,1570,2018-05-01,2018,5,238500
Colonial,4,3,2385,2018-09-01,2018,9,316000
Ranch,3,1,1074,2013-11-01,2013,11,99000
Dplx Bungalow,4,2,1753,2020-04-07,2020,4,200000
Dplx Bungalow,4,2,1753,2014-04-01,2014,4,145000
Ranch,3,3,1584,2023-08-31,2023,8,365000
Cape Cod,3,2,1556,2022-06-10,2022,6,275000
Ranch,3,3,1584,2015-07-01,2015,7,172000
Ranch,3,2,1644,2015-12-01,2015,12,204900
Colonial,3,3,2778,2016-06-01,2016,6,252500
Tudor,3,3,2494,2018-05-01,2018,5,227000
Ranch,3,2,1539,2014-05-01,2014,5,166000
Res O/S A & 1/2,2,3,1224,2020-07-01,2020,7,218400
Duplex O/S,2,2,1224,2017-01-01,2017,1,115000
Split Level,4,2,2075,2022-02-14,2022,2,330000
Ranch,3,1,1000,2013-06-01,2013,6,110000
Cape Cod,3,2,2292,2021-05-27,2021,5,305000
Cape Cod,4,2,1859,2018-07-01,2018,7,195000
Cape Cod,4,2,1176,2017-07-01,2017,7,116000
Cape Cod,2,2,1932,2013-11-01,2013,11,72000
Ranch,3,2,1007,2018-03-01,2018,3,142000
Ranch,5,2,1512,2022-09-16,2022,9,280000
Duplex O/S,3,2,1941,2020-09-21,2020,9,100000
Colonial,4,3,2649,2020-04-07,2020,4,325000
Colonial,5,3,2707,2016-12-01,2016,12,270000
Ranch,3,3,1214,2020-04-21,2020,4,166000
Ranch,4,3,1490,2015-08-01,2015,8,125000
Colonial,4,3,2864,2017-05-01,2017,5,256000
Ranch,2,2,1219,2016-10-01,2016,10,135000
Ranch,3,2,1538,2020-11-30,2020,11,220000
Ranch,3,2,1538,2015-12-01,2015,12,174000
Ranch,3,2,1280,2021-06-23,2021,6,180000
Cape Cod,2,1,980,2022-04-08,2022,4,132000
Ranch,3,1,1234,2023-06-29,2023,6,197000
Ranch,2,2,1120,2018-02-01,2018,2,128900
Ranch,3,1,1216,2022-05-18,2022,5,206000
Ranch,3,2,1448,2013-08-01,2013,8,142000
Ranch,2,2,1315,2016-03-01,2016,3,145000
Ranch,3,3,2233,2020-08-21,2020,8,240000
Duplex O/S,4,3,1868,2015-07-01,2015,7,65000
Ranch,3,2,919,2021-07-16,2021,7,172000
Ranch,3,2,919,2016-06-01,2016,6,122000
Ranch,3,2,1628,2014-04-01,2014,4,168000
Ranch,3,2,1246,2023-05-15,2023,5,279000
Ranch,4,3,2299,2015-10-01,2015,10,325000
Ranch,3,4,2891,2023-06-30,2023,6,534900
Cape Cod,3,1,1238,2021-05-06,2021,5,158000
Ranch,3,3,1254,2015-09-01,2015,9,154800
Ranch,4,3,2778,2017-08-01,2017,8,290000
Ranch,2,2,832,2014-08-01,2014,8,65000
Ranch,3,2,1232,2023-09-12,2023,9,200000
Duplex N/S,4,2,2240,2022-09-01,2022,9,289900
Duplex N/S,5,3,2287,2014-10-01,2014,10,131900
Colonial,4,4,2194,2020-06-30,2020,6,312500
Colonial,4,3,2025,2021-04-14,2021,4,355000
Tudor,3,3,2533,2020-11-30,2020,11,383014
Colonial,3,3,1903,2018-12-01,2018,12,245000
Ranch,3,2,1287,2013-11-01,2013,11,126000
Colonial,3,3,1899,2021-01-19,2021,1,275000
Ranch,3,2,1604,2015-04-01,2015,4,230000
Residence O/S,3,2,1961,2017-05-01,2017,5,255965
Bi-Level,3,2,1525,2015-06-01,2015,6,79900
Cape Cod,4,2,1985,2022-08-03,2022,8,190000
Colonial,4,3,2571,2019-10-18,2019,10,299500
Cape Cod,3,2,1487,2022-04-14,2022,4,265000
Cape Cod,3,1,1487,2016-05-01,2016,5,163000
Ranch,3,1,1121,2021-05-17,2021,5,140000
Ranch,3,2,1254,2023-10-23,2023,10,225000
Ranch,3,1,1095,2020-12-18,2020,12,232000
Ranch,3,1,1095,2016-07-01,2016,7,167000
Colonial,3,2,1636,2022-09-21,2022,9,325000
Duplex O/S,4,2,1328,2017-09-01,2017,9,185000
Ranch,3,3,1094,2018-03-01,2018,3,105800
Cape Cod,3,3,2862,2023-08-31,2023,8,37900
Colonial,3,2,1378,2023-11-14,2023,11,305000
Colonial,3,2,1378,2016-09-01,2016,9,183876
Colonial,4,2,1612,2022-12-30,2022,12,259900
Colonial,4,2,1612,2019-07-02,2019,7,185000
Split Level,4,2,1539,2023-03-08,2023,3,132500
Split Level,4,2,1539,2023-12-05,2023,12,212000
Residence O/S,4,2,2520,2013-03-01,2013,3,221000
Cape Cod,4,1,1337,2014-05-01,2014,5,90000
Residence O/S,4,2,2520,2017-04-01,2017,4,265500
Colonial,4,2,1975,2021-05-24,2021,5,300000
Colonial,4,2,1975,2014-06-01,2014,6,215000
Ranch,3,2,1828,2022-09-26,2022,9,268000
Colonial,4,2,2200,2016-04-01,2016,4,190000
Duplex N/S,4,2,2134,2017-11-01,2017,11,115000
Cape Cod,3,2,1600,2021-03-26,2021,3,133000
Ranch,4,2,1120,2020-04-13,2020,4,120000
Ranch,3,2,1192,2018-02-01,2018,2,145700
Cape Cod,4,2,1173,2019-03-25,2019,3,163000
Cape Cod,3,3,2186,2015-04-01,2015,4,178000
Ranch,3,2,2062,2020-08-03,2020,8,200000
Milwaukee Bungalow,2,1,874,2016-04-01,2016,4,59900
Ranch,3,2,1390,2023-10-13,2023,10,275000
Colonial,3,2,1196,2023-07-13,2023,7,266000
Ranch,3,2,1208,2017-12-01,2017,12,118900
Ranch,4,2,1882,2014-05-01,2014,5,157000
Ranch,3,3,1754,2019-04-26,2019,4,230000
Ranch,3,2,1287,2013-03-01,2013,3,105000
Ranch,3,2,1394,2019-07-10,2019,7,258900
Ranch,3,3,1381,2016-04-01,2016,4,189900
Ranch,3,1,1268,2017-10-01,2017,10,146000
Ranch,2,1,1363,2013-06-01,2013,6,143000
Cape Cod,3,3,2423,2021-10-08,2021,10,384900
Multiple Residential Bldgs,4,3,2978,2021-12-09,2021,12,252500
Ranch,3,3,2172,2020-09-09,2020,9,360000
Ranch,3,2,1563,2020-05-28,2020,5,240000
Ranch,3,1,1188,2014-11-01,2014,11,113900
Ranch,3,4,2642,2015-10-01,2015,10,302000
Ranch,3,3,2172,2016-04-01,2016,4,296900
Cape Cod,3,3,2423,2016-07-01,2016,7,295000
Cape Cod,3,1,1259,2017-08-01,2017,8,180000
Ranch,3,2,1436,2018-04-01,2018,4,145500
Ranch,3,2,1107,2018-04-01,2018,4,121500
Ranch,3,3,1221,2023-10-20,2023,10,279500
Ranch,3,3,1221,2016-05-01,2016,5,167000
Ranch,3,2,1592,2021-09-20,2021,9,220000
Colonial,4,4,2675,2016-04-01,2016,4,247500
Ranch,3,2,1588,2018-09-01,2018,9,245900
Ranch,2,2,1482,2023-11-22,2023,11,300000
Ranch,3,2,1277,2021-01-27,2021,1,110000
Ranch,3,2,1212,2023-12-26,2023,12,238000
Res O/S A & 1/2,5,2,1510,2023-12-11,2023,12,186850
Ranch,3,2,1497,2019-06-06,2019,6,218000
Ranch,3,2,1497,2014-04-01,2014,4,149000
Ranch,2,1,962,2017-05-01,2017,5,127000
Ranch,3,2,1200,2019-05-17,2019,5,141059
Cape Cod,5,3,2682,2015-08-01,2015,8,254900
Ranch,3,2,1515,2018-05-01,2018,5,230000
Cape Cod,4,2,1441,2020-08-25,2020,8,174000
Cape Cod,3,2,1795,2019-08-23,2019,8,220000
Duplex N/S,5,2,2071,2016-12-01,2016,12,135000
Colonial,4,3,2557,2017-11-01,2017,11,254900
Milwaukee Bungalow,3,2,1326,2014-05-01,2014,5,129900
Res O/S 2sty +,3,3,2910,2022-04-08,2022,4,325000
Ranch,3,2,1197,2018-10-01,2018,10,172000
Ranch,3,2,1220,2020-11-20,2020,11,200000
Ranch,3,3,2028,2018-08-01,2018,8,270900
Ranch,3,2,1720,2023-05-31,2023,5,316000
Ranch,3,2,1720,2016-02-01,2016,2,196000
Ranch,2,3,2040,2016-08-01,2016,8,117000
Ranch,3,2,1720,2016-11-01,2016,11,155000
Cape Cod,3,2,1261,2016-09-01,2016,9,195000
Ranch,3,2,1311,2021-06-16,2021,6,252000
Ranch,3,2,1662,2020-02-20,2020,2,176000
Ranch,4,2,1200,2015-08-01,2015,8,69000
Ranch,3,3,1200,2016-01-01,2016,1,122000
Colonial,4,3,2595,2019-06-27,2019,6,269800
Ranch,3,1,1090,2021-07-19,2021,7,190000
Ranch,3,2,1303,2021-12-17,2021,12,220000
Colonial,4,2,1790,2022-06-29,2022,6,300000
Split Level,3,2,1674,2022-12-07,2022,12,326000
Ranch,3,2,1532,2021-06-18,2021,6,349900
Ranch,3,2,1720,2014-03-01,2014,3,155000
Ranch,3,2,1956,2014-09-01,2014,9,170000
Ranch,3,2,1608,2015-10-01,2015,10,212500
Colonial,4,3,2356,2014-10-01,2014,10,240000
Duplex N/S,4,2,2159,2020-09-14,2020,9,200000
Cape Cod,2,1,974,2017-09-01,2017,9,64000
Ranch,3,2,1150,2015-03-01,2015,3,129900
Cape Cod,4,3,2108,2021-03-03,2021,3,188600
Ranch,3,3,1495,2013-08-01,2013,8,174500
Ranch,3,1,1227,2023-05-31,2023,5,277000
Colonial,3,2,1365,2023-02-10,2023,2,305000
Milwaukee Bungalow,4,2,1545,2021-10-20,2021,10,225000
Colonial,3,2,1365,2019-06-07,2019,6,227000
Ranch,3,1,1227,2013-10-01,2013,10,113000
Residence O/S,4,2,2572,2014-06-01,2014,6,130000
Ranch,3,2,1776,2015-09-01,2015,9,164500
Cape Cod,4,2,2045,2017-09-01,2017,9,158000
Ranch,3,2,1377,2014-01-01,2014,1,110000
Ranch,3,2,1557,2017-05-01,2017,5,160000
Cape Cod,3,4,2837,2016-05-01,2016,5,725000
Ranch,4,2,1469,2021-09-22,2021,9,195000
Ranch,3,2,1350,2015-06-01,2015,6,153500
Ranch,3,1,1065,2017-06-01,2017,6,152000
Colonial,4,4,2552,2022-11-18,2022,11,429000
Ranch,3,2,1905,2021-08-02,2021,8,340000
Colonial,3,3,2191,2013-11-01,2013,11,245000
Ranch,3,2,1905,2016-03-01,2016,3,242000
Colonial,4,4,2552,2016-11-01,2016,11,244000
Ranch,2,2,1143,2022-10-10,2022,10,245000
Ranch,3,2,1421,2019-07-11,2019,7,238750
Colonial,3,4,2365,2021-12-30,2021,12,375000
Ranch,3,2,1140,2023-12-15,2023,12,250000
Colonial,4,3,2237,2021-07-06,2021,7,299900
Colonial,4,4,2540,2022-04-08,2022,4,415000
Colonial,4,3,2431,2022-07-01,2022,7,394900
Colonial,4,3,2431,2019-10-15,2019,10,266900
Ranch,3,2,879,2019-09-06,2019,9,160000
Colonial,4,3,2431,2015-06-01,2015,6,229000
Ranch,4,2,1621,2022-09-08,2022,9,324900
Ranch,3,2,1311,2021-09-30,2021,9,175000
Ranch,3,2,1311,2018-05-01,2018,5,124000
Cape Cod,4,2,1420,2023-08-10,2023,8,200000
Cape Cod,5,3,2337,2020-08-17,2020,8,250000
Cape Cod,4,2,1228,2022-09-14,2022,9,175000
Ranch,4,3,2486,2023-11-10,2023,11,349999
Ranch,4,3,2486,2022-10-25,2022,10,112000
Cape Cod,2,1,920,2021-11-04,2021,11,115000
Cape Cod,2,1,920,2018-05-01,2018,5,88000
Colonial,3,3,2016,2022-10-21,2022,10,365000
Cape Cod,4,2,1104,2021-07-13,2021,7,100000
Colonial,4,3,2405,2014-08-01,2014,8,293000
Colonial,4,4,2672,2016-03-01,2016,3,242000
Ranch,3,2,1742,2017-05-01,2017,5,205000
Cape Cod,4,1,1104,2017-06-01,2017,6,60000
Cape Cod,4,1,1104,2017-06-01,2017,6,91485
Colonial,3,4,2247,2018-07-01,2018,7,140000
Ranch,3,2,1507,2019-10-09,2019,10,160000
Ranch,3,2,1507,2016-03-01,2016,3,162150
Colonial,3,2,2058,2019-08-29,2019,8,250000
Ranch,3,2,1711,2023-11-09,2023,11,370000
Ranch,4,3,1965,2021-06-18,2021,6,275000
Ranch,3,2,1628,2016-03-01,2016,3,199000
Ranch,4,3,1965,2016-05-01,2016,5,212000
Ranch,3,2,1124,2022-05-24,2022,5,275000
Ranch,3,1,1078,2023-04-19,2023,4,220000
Duplex N/S,4,2,2362,2023-11-01,2023,11,245000
Res O/S A & 1/2,4,1,1186,2022-08-18,2022,8,172900
Duplex N/S,4,2,2362,2021-08-10,2021,8,179000
Ranch,2,3,1216,2020-10-19,2020,10,200000
Ranch,3,2,1088,2019-01-14,2019,1,164900
Ranch,3,1,1109,2018-08-01,2018,8,128000
Colonial,4,3,2812,2019-03-29,2019,3,241000
Ranch,3,2,1275,2018-11-01,2018,11,184900
Ranch,3,1,1359,2021-07-06,2021,7,155000
Ranch,3,2,1279,2016-09-01,2016,9,127500
Ranch,3,2,1600,2018-10-01,2018,10,238000
Ranch,3,2,1207,2019-06-19,2019,6,175000
Colonial,3,3,2320,2021-07-13,2021,7,360000
Ranch,3,2,1600,2023-08-24,2023,8,285000
Ranch,3,1,1237,2020-06-03,2020,6,211900
Ranch,3,2,1266,2020-10-20,2020,10,255000
Colonial,5,3,2215,2014-12-01,2014,12,242500
Ranch,3,2,1092,2015-06-01,2015,6,103000
Colonial,4,3,1953,2018-05-01,2018,5,245000
Colonial,3,3,1788,2021-03-26,2021,3,262000
Ranch,3,2,1756,2022-11-02,2022,11,260000
Cape Cod,4,2,1848,2022-11-21,2022,11,200000
Ranch,3,3,1508,2020-06-19,2020,6,255000
Colonial,3,2,1353,2019-10-29,2019,10,210900
Colonial,3,2,1353,2016-12-01,2016,12,155000
Townhouse,5,3,2130,2021-03-31,2021,3,246000
Ranch,3,3,1534,2023-01-20,2023,1,199900
Ranch,3,2,1534,2019-03-15,2019,3,164000
Ranch,4,2,1212,2022-12-12,2022,12,255000
Ranch,3,2,1283,2014-02-01,2014,2,130000
Ranch,4,2,1204,2014-04-01,2014,4,150000
Cape Cod,3,2,1266,2015-09-01,2015,9,150100
Ranch,4,2,1212,2016-05-01,2016,5,128100
Split Level,4,3,2698,2016-04-01,2016,4,245200
Colonial,4,2,1738,2018-05-01,2018,5,180000
Colonial,4,3,2742,2020-09-28,2020,9,380000
Colonial,4,3,2561,2021-12-09,2021,12,280000
Bi-Level,4,3,1926,2017-06-01,2017,6,165000
Ranch,3,3,1853,2015-03-01,2015,3,161000
Ranch,3,2,1588,2023-05-19,2023,5,318000
Cape Cod,4,3,1704,2023-11-22,2023,11,297000
Cape Cod,3,2,1200,2017-06-01,2017,6,115500
Bi-Level,4,3,1877,2020-03-30,2020,3,220000
Bi-Level,4,3,1877,2014-10-01,2014,10,155000
Ranch,2,2,1450,2022-06-03,2022,6,245000
Res O/S A & 1/2,2,1,900,2023-08-30,2023,8,105000
Ranch,4,1,851,2022-01-26,2022,1,206735
Ranch,3,2,1114,2023-07-07,2023,7,184500
Colonial,5,3,1899,2018-07-01,2018,7,249000
Tudor,5,3,2730,2013-12-01,2013,12,289900
Split Level,4,2,1895,2021-10-29,2021,10,285000
Cape Cod,4,2,2091,2022-05-27,2022,5,293700
Cape Cod,4,2,1605,2016-03-01,2016,3,159000
Cape Cod,4,2,1605,2017-06-01,2017,6,205000
Cape Cod,4,2,1227,2017-03-01,2017,3,155000
Res O/S 2sty +,4,2,2086,2022-05-31,2022,5,400000
Residence O/S,4,1,2086,2013-10-01,2013,10,199000
Residence O/S,4,2,2086,2016-08-01,2016,8,249900
Ranch,3,1,1053,2017-04-01,2017,4,99500
Cape Cod,3,2,1121,2021-09-10,2021,9,250000
Res O/S A & 1/2,3,1,1161,2020-08-06,2020,8,128000
Ranch,3,2,1045,2023-02-24,2023,2,220000
Split Level,5,2,2109,2017-04-01,2017,4,159000
Split Level,5,2,2109,2018-07-01,2018,7,180000
Colonial,4,3,2087,2013-09-01,2013,9,231000
Colonial,4,3,2087,2018-05-01,2018,5,263500
Residence O/S,3,2,1353,2018-09-01,2018,9,164500
Ranch,3,2,1363,2020-06-23,2020,6,228000
Colonial,4,4,2820,2015-07-01,2015,7,320000
Cape Cod,3,1,917,2022-09-22,2022,9,160000
Ranch,3,2,1621,2022-12-27,2022,12,266000
Colonial,3,4,2236,2021-11-18,2021,11,350000
Split Level,2,2,2433,2017-11-01,2017,11,205000
Ranch,3,4,1408,2015-08-01,2015,8,170000
Split Level,3,2,1923,2023-10-23,2023,10,289000
Ranch,3,1,1232,2023-01-06,2023,1,212000
Ranch,3,1,1154,2022-10-21,2022,10,165000
Split Level,4,2,1412,2022-09-16,2022,9,245000
Colonial,3,4,2324,2022-12-15,2022,12,330000
Ranch,3,2,1244,2021-08-19,2021,8,305000
Ranch,3,2,1244,2021-01-25,2021,1,130000
Colonial,4,2,2464,2021-05-28,2021,5,275000
Ranch,3,2,1802,2020-03-31,2020,3,214000
Ranch,3,2,1930,2020-10-21,2020,10,241000
Res O/S A & 1/2,5,1,1472,2020-07-29,2020,7,32000
Ranch,3,2,1236,2013-05-01,2013,5,85000
Ranch,3,2,1404,2014-07-01,2014,7,144500
Cape Cod,3,2,1618,2016-07-01,2016,7,185000
Ranch,3,2,1232,2017-02-01,2017,2,100000
Ranch,3,2,1081,2017-02-01,2017,2,180000
Ranch,3,2,1232,2017-09-01,2017,9,147500
Milwaukee Bungalow,3,2,1658,2017-12-01,2017,12,227500
Ranch,3,3,1387,2018-04-01,2018,4,144000
Split Level,3,2,1923,2018-09-01,2018,9,159900
Ranch,3,2,1081,2018-10-01,2018,10,195000
Res O/S A & 1/2,4,2,1523,2022-02-17,2022,2,102500
Res O/S A & 1/2,2,1,1368,2022-08-09,2022,8,148800
