,Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
14029,Cape Cod,3,1,1103,2017-07-01,2017,7,118000
14030,Ranch,3,2,1054,2018-04-01,2018,4,95000
14031,Ranch,3,2,1028,2018-04-01,2018,4,115000
14032,Duplex N/S,5,3,2486,2018-06-01,2018,6,239000
14033,Ranch,3,2,1143,2018-10-01,2018,10,92600
14034,Ranch,3,1,879,2018-11-01,2018,11,94000
14035,Triplex,5,3,2760,2017-08-01,2017,8,245000
14036,Ranch,3,1,918,2023-07-07,2023,7,241000
14037,Ranch,3,1,918,2016-01-01,2016,1,130000
14038,Ranch,2,1,1188,2022-02-11,2022,2,102500
14039,Ranch,3,1,1036,2022-08-11,2022,8,220000
14040,Ranch,3,1,1036,2021-02-01,2021,2,215000
14041,Ranch,2,2,1036,2021-08-27,2021,8,205000
14042,Ranch,3,1,1036,2021-05-10,2021,5,222000
14044,Ranch,3,1,1036,2013-03-01,2013,3,120000
14045,Ranch,3,2,1036,2015-06-01,2015,6,123900
14046,Ranch,3,2,1157,2016-01-01,2016,1,118000
14047,Ranch,3,2,1074,2017-09-01,2017,9,135000
14048,Ranch,3,1,1036,2018-11-01,2018,11,155000
14049,Cape Cod,3,1,1141,2016-07-01,2016,7,143500
14050,Ranch,3,3,864,2021-01-22,2021,1,182500
14051,Dplx Bungalow,5,4,2501,2014-03-01,2014,3,130000
14052,Ranch,3,1,1167,2022-07-15,2022,7,230000
14054,Ranch,3,1,1167,2020-05-08,2020,5,160000
14055,Ranch,2,2,948,2018-08-01,2018,8,127000
14057,Cape Cod,3,1,1141,2023-10-12,2023,10,122000
14058,Cape Cod,4,1,1085,2023-08-24,2023,8,162100
14059,Ranch,2,2,1244,2023-09-20,2023,9,250000
14060,Cape Cod,3,2,1589,2023-01-11,2023,1,249000
14061,Cape Cod,3,1,1141,2022-02-17,2022,2,110000
14063,Ranch,3,1,1063,2022-11-22,2022,11,99900
14065,Ranch,3,1,864,2021-03-08,2021,3,85000
14066,Cape Cod,3,2,1007,2021-03-12,2021,3,85000
14067,Ranch,3,1,950,2021-09-17,2021,9,159900
14068,Ranch,3,1,1279,2021-09-24,2021,9,157900
14069,Duplex O/S,4,3,2870,2021-08-20,2021,8,320000
14070,Ranch,2,2,1008,2021-06-28,2021,6,197000
14071,Duplex N/S,5,2,2232,2020-10-21,2020,10,110000
14072,Ranch,3,2,1439,2020-10-26,2020,10,164000
14073,Ranch,2,2,829,2020-09-23,2020,9,161000
14078,Ranch,3,1,1088,2013-01-01,2013,1,90000
14079,Ranch,3,2,965,2013-12-01,2013,12,119900
14081,Ranch,3,2,1276,2015-12-01,2015,12,144500
14082,Duplex O/S,4,3,2870,2016-06-01,2016,6,230000
14083,Ranch,2,1,1074,2016-07-01,2016,7,134000
14084,Residence O/S,3,1,952,2017-03-01,2017,3,105000
14085,Duplex N/S,3,2,1589,2018-02-01,2018,2,180500
14087,Cape Cod,3,1,1435,2018-04-01,2018,4,156000
14088,Ranch,3,1,1064,2018-04-01,2018,4,174900
14090,Ranch,3,2,1297,2023-05-09,2023,5,220000
14091,Ranch,3,1,1096,2020-09-14,2020,9,186000
14092,Dplx Bungalow,4,2,2216,2015-09-01,2015,9,188000
14093,Cape Cod,4,1,1235,2018-09-01,2018,9,165000
14095,Res O/S A & 1/2,2,1,1157,2023-04-25,2023,4,176000
14096,Ranch,2,1,731,2023-05-08,2023,5,147000
14097,Colonial,2,1,1184,2021-02-17,2021,2,174900
14098,Ranch,3,1,1104,2023-10-26,2023,10,169900
14099,Milwaukee Bungalow,5,2,2256,2023-03-27,2023,3,315000
14100,Ranch,3,1,1273,2023-01-03,2023,1,229500
14101,Ranch,3,2,1441,2023-05-31,2023,5,329000
14103,Ranch,3,1,1177,2022-05-06,2022,5,95000
14105,Ranch,2,1,894,2022-03-08,2022,3,150000
14106,Ranch,3,2,985,2022-10-07,2022,10,169000
14108,Ranch,3,2,1073,2022-07-07,2022,7,280000
14109,Ranch,3,2,1532,2022-08-05,2022,8,275000
14110,Ranch,3,2,1342,2022-06-06,2022,6,260000
14111,Ranch,4,2,1521,2022-10-13,2022,10,259900
14113,Ranch,3,2,1339,2022-04-20,2022,4,310000
14114,Ranch,3,2,1266,2022-06-10,2022,6,295000
14116,Ranch,3,1,864,2021-01-26,2021,1,100000
14117,Cape Cod,3,2,1248,2021-03-29,2021,3,155000
14118,Ranch,3,1,1104,2021-03-01,2021,3,125000
14119,Colonial,4,2,1490,2021-09-08,2021,9,115000
14120,Duplex-Cottage,3,2,1620,2021-06-14,2021,6,325000
14121,Cape Cod,3,2,1370,2021-03-16,2021,3,230000
14122,Ranch,3,2,1103,2021-07-27,2021,7,240000
14123,Ranch,3,3,1345,2021-06-21,2021,6,295000
14124,Ranch,3,2,1188,2020-05-29,2020,5,146000
14125,Ranch,3,1,1002,2020-09-18,2020,9,115500
14126,Ranch,3,2,1082,2020-04-16,2020,4,210000
14127,Milwaukee Bungalow,4,3,1863,2020-02-28,2020,2,265600
14128,Ranch,3,2,1253,2020-06-05,2020,6,170000
14129,Ranch,3,2,1262,2020-11-16,2020,11,220000
14131,Res O/S A & 1/2,4,3,1774,2020-10-22,2020,10,350000
14137,Ranch,3,2,1266,2013-06-01,2013,6,178000
14138,Ranch,3,1,1057,2013-08-01,2013,8,108000
14139,Ranch,3,1,1033,2013-09-01,2013,9,135000
14140,Colonial,4,3,2053,2013-12-01,2013,12,200000
14141,Cape Cod,3,2,1370,2014-03-01,2014,3,130000
14142,Ranch,3,2,1049,2014-05-01,2014,5,110000
14143,Ranch,3,1,1082,2014-09-01,2014,9,117500
14145,Ranch,3,2,1073,2015-04-01,2015,4,153000
14146,Ranch,2,1,1156,2015-07-01,2015,7,105000
14147,Cape Cod,3,2,1181,2015-08-01,2015,8,125000
14150,Cape Cod,4,2,1739,2015-12-01,2015,12,139800
14153,Duplex-Cottage,3,2,1620,2016-08-01,2016,8,215000
14154,Cape Cod,3,2,1491,2016-11-01,2016,11,117500
14155,Ranch,3,2,877,2017-01-01,2017,1,110000
14156,Cape Cod,3,1,992,2017-02-01,2017,2,125000
14157,Ranch,2,2,1540,2017-03-01,2017,3,140000
14158,Ranch,3,2,1253,2017-04-01,2017,4,144100
14159,Ranch,3,2,1082,2017-05-01,2017,5,152250
14160,Ranch,3,2,1441,2017-05-01,2017,5,182500
14161,Cape Cod,4,2,1150,2017-06-01,2017,6,110000
14162,Ranch,3,2,1122,2017-08-01,2017,8,173000
14163,Colonial,3,3,1746,2017-12-01,2017,12,248000
14164,Cape Cod,4,3,1200,2018-06-01,2018,6,136000
14165,Cape Cod,3,3,1317,2018-09-01,2018,9,192500
14166,Cape Cod,3,2,1359,2018-11-01,2018,11,182000
14167,Ranch,3,2,1076,2023-08-30,2023,8,193900
14168,Ranch,3,1,939,2023-09-22,2023,9,155000
14169,Ranch,2,1,720,2020-07-01,2020,7,145500
14174,Ranch,3,2,1076,2013-05-01,2013,5,108500
14175,Ranch,3,1,1152,2013-09-01,2013,9,84900
14176,Ranch,3,1,1143,2015-06-01,2015,6,121500
14177,Ranch,2,1,720,2017-11-01,2017,11,114000
14178,Ranch,3,1,994,2017-12-01,2017,12,120000
14180,Cape Cod,5,1,1152,2022-07-26,2022,7,130000
14182,Ranch,2,1,707,2021-05-13,2021,5,85000
14183,Cape Cod,3,2,1297,2021-06-14,2021,6,121000
14186,Milwaukee Bungalow,3,2,1064,2016-07-01,2016,7,137000
14187,Ranch,3,2,1185,2018-05-01,2018,5,185000
14188,Cape Cod,5,2,1464,2023-05-10,2023,5,249900
14190,Ranch,3,1,963,2021-09-14,2021,9,140000
14195,Cape Cod,2,1,789,2016-04-01,2016,4,95500
14198,Ranch,3,2,1175,2022-07-22,2022,7,270000
14199,Ranch,3,1,1175,2017-03-01,2017,3,152000
14200,Ranch,3,1,1307,2018-10-01,2018,10,180000
14203,Duplex O/S,5,2,1820,2021-09-17,2021,9,85000
14204,Res O/S A & 1/2,3,2,990,2021-02-05,2021,2,177000
14208,Ranch,3,2,1137,2014-05-01,2014,5,94000
14209,Ranch,3,2,1502,2014-05-01,2014,5,173500
14211,Ranch,2,1,1004,2016-12-01,2016,12,139000
14212,Ranch,2,2,1004,2017-10-01,2017,10,129900
14213,Ranch,2,3,1004,2018-11-01,2018,11,144000
14215,Ranch,3,2,870,2017-07-01,2017,7,150000
14216,Ranch,3,1,1036,2023-07-10,2023,7,285000
14217,Ranch,3,1,1036,2022-12-20,2022,12,215000
14218,Ranch,3,2,1205,2020-05-01,2020,5,168500
14219,Ranch,3,2,1104,2020-08-12,2020,8,195000
14220,Ranch,3,1,1036,2020-10-15,2020,10,195000
14221,Ranch,3,1,1036,2020-07-30,2020,7,190000
14223,Ranch,3,2,1260,2013-12-01,2013,12,149000
14224,Ranch,3,2,1036,2014-06-01,2014,6,145900
14225,Ranch,2,1,1036,2016-01-01,2016,1,125500
14226,Ranch,4,2,1378,2016-06-01,2016,6,168500
14227,Ranch,3,1,1036,2016-11-01,2016,11,152000
14228,Ranch,3,1,1036,2017-09-01,2017,9,136000
14229,Ranch,3,1,1036,2018-09-01,2018,9,147000
14231,Split Level,3,2,1597,2019-03-15,2019,3,180000
14232,Split Level,3,2,1597,2016-01-01,2016,1,123000
14233,Tudor,3,2,1692,2021-01-21,2021,1,280000
14234,Ranch,3,1,1082,2020-09-10,2020,9,102000
14235,Ranch,2,1,1058,2013-11-01,2013,11,82000
14236,Tudor,3,2,1692,2016-06-01,2016,6,205000
14237,Ranch,3,2,1002,2016-07-01,2016,7,80000
14238,Tudor,3,2,1692,2018-06-01,2018,6,229000
14239,Ranch,3,2,874,2023-05-31,2023,5,240000
14240,Ranch,3,1,981,2022-10-12,2022,10,130000
14241,Cape Cod,3,2,1397,2022-07-11,2022,7,215000
14242,Cape Cod,4,2,1494,2022-07-08,2022,7,234000
14243,Cape Cod,3,1,948,2022-01-19,2022,1,140000
14244,Cape Cod,3,1,928,2022-06-15,2022,6,165000
14245,Cape Cod,3,1,1008,2022-12-22,2022,12,160000
14246,Res O/S A & 1/2,4,2,1934,2022-10-07,2022,10,250000
14247,Cape Cod,3,2,1092,2022-07-07,2022,7,220000
14248,Ranch,3,2,1384,2022-07-20,2022,7,265000
14249,Cape Cod,3,1,1092,2021-03-08,2021,3,140000
14250,Multiple Residential Bldgs,4,3,2926,2021-04-14,2021,4,250000
14251,Cape Cod,4,2,1163,2021-09-30,2021,9,228300
14252,Colonial,3,2,1378,2021-08-27,2021,8,257000
14253,Cape Cod,2,2,1229,2021-02-09,2021,2,195000
14254,Ranch,3,1,916,2021-09-20,2021,9,185000
14255,Ranch,4,2,1188,2020-08-03,2020,8,138000
14256,Ranch,3,1,915,2020-05-21,2020,5,90000
14257,Cape Cod,3,1,1035,2020-07-22,2020,7,120000
14258,Cape Cod,3,2,1100,2020-02-14,2020,2,176000
14259,Ranch,2,1,834,2020-09-03,2020,9,160000
14260,Ranch,2,2,1352,2020-09-25,2020,9,195000
14261,Ranch,3,1,1044,2020-06-25,2020,6,145000
14262,Colonial,3,2,1540,2020-10-09,2020,10,185000
14263,Ranch,3,1,1053,2020-03-26,2020,3,183000
14267,Colonial,3,2,1378,2019-03-22,2019,3,193500
14270,Ranch,4,2,1155,2019-09-27,2019,9,180000
14272,Cape Cod,4,1,1029,2013-04-01,2013,4,82000
14273,Cape Cod,3,1,926,2013-05-01,2013,5,103800
14274,Colonial,3,2,1378,2013-08-01,2013,8,163500
14275,Ranch,2,1,964,2013-08-01,2013,8,110900
14276,Residence O/S,4,2,1882,2014-01-01,2014,1,180000
14277,Ranch,2,1,870,2014-06-01,2014,6,110000
14279,Colonial,3,2,1378,2015-01-01,2015,1,153000
14280,Ranch,3,1,1000,2015-01-01,2015,1,100000
14281,Colonial,3,2,1603,2015-05-01,2015,5,155000
14282,Ranch,3,2,1250,2015-06-01,2015,6,146900
14283,Cape Cod,3,2,1526,2015-07-01,2015,7,145000
14284,Ranch,3,1,1112,2015-10-01,2015,10,122500
14285,Ranch,3,2,889,2015-10-01,2015,10,127500
14286,Ranch,2,1,964,2015-11-01,2015,11,114000
14287,Ranch,3,1,944,2015-11-01,2015,11,115000
14288,Cape Cod,3,1,948,2016-03-01,2016,3,97500
14289,Ranch,3,1,923,2016-09-01,2016,9,129900
14290,Ranch,2,1,825,2016-09-01,2016,9,105000
14291,Ranch,3,1,1013,2016-10-01,2016,10,97500
14292,Colonial,3,2,1378,2016-11-01,2016,11,174500
14293,Ranch,3,2,874,2016-11-01,2016,11,138625
14294,Ranch,3,1,1123,2017-06-01,2017,6,151000
14297,Cape Cod,2,1,882,2017-09-01,2017,9,135000
14298,Ranch,3,2,973,2017-09-01,2017,9,160000
14299,Ranch,3,2,1480,2017-12-01,2017,12,186000
14300,Ranch,3,2,906,2018-01-01,2018,1,147000
14301,Cape Cod,4,2,1092,2018-02-01,2018,2,149900
14302,Residence O/S,2,2,1280,2018-02-01,2018,2,98000
14303,Ranch,2,1,738,2018-02-01,2018,2,88500
14304,Ranch,2,1,825,2018-05-01,2018,5,115000
14305,Cape Cod,4,1,994,2018-06-01,2018,6,132400
14306,Ranch,3,1,916,2018-09-01,2018,9,151000
14307,Colonial,3,2,1378,2018-10-01,2018,10,188650
14308,Ranch,3,1,1053,2018-10-01,2018,10,158000
14312,Colonial,4,4,2516,2021-01-15,2021,1,375000
14313,Cape Cod,3,1,1536,2018-07-01,2018,7,133000
14315,Ranch,3,2,1148,2015-08-01,2015,8,127500
14316,Ranch,2,2,832,2016-04-01,2016,4,108000
14317,Ranch,2,2,832,2018-12-01,2018,12,124000
14318,Residence O/S,5,2,1559,2014-08-01,2014,8,115000
14319,Cape Cod,3,1,1087,2016-11-01,2016,11,119500
14320,Cape Cod,4,2,1463,2023-02-22,2023,2,285000
14321,Cape Cod,5,2,1806,2021-07-30,2021,7,204000
14322,Ranch,3,1,1008,2020-01-16,2020,1,149000
14323,Ranch,2,2,1216,2013-03-01,2013,3,148000
14325,Cape Cod,3,2,1531,2013-12-01,2013,12,141900
14326,Cape Cod,4,2,1463,2018-03-01,2018,3,185000
14327,Ranch,2,1,864,2018-10-01,2018,10,92500
14328,Ranch,2,2,1128,2023-10-11,2023,10,210000
14331,Cape Cod,3,1,1269,2016-06-01,2016,6,110000
14332,Ranch,3,2,1226,2016-07-01,2016,7,160000
14333,Ranch,3,2,948,2023-09-22,2023,9,155000
14335,Duplex O/S,4,2,2470,2022-03-29,2022,3,84000
14336,Cape Cod,3,1,1227,2021-07-14,2021,7,215000
14337,Ranch,2,2,973,2020-10-07,2020,10,119900
14339,Cape Cod,2,1,1037,2015-06-01,2015,6,123000
14340,Milwaukee Bungalow,3,1,1205,2017-07-01,2017,7,120000
14343,Ranch,3,1,1090,2018-05-01,2018,5,145000
14344,Cape Cod,3,1,1123,2023-08-16,2023,8,134300
14347,Ranch,3,1,1204,2023-11-10,2023,11,200000
14348,Ranch,2,1,1078,2022-07-08,2022,7,235000
14349,Cape Cod,3,2,1128,2022-04-26,2022,4,221000
14350,Duplex N/S,4,2,2378,2021-05-07,2021,5,200000
14352,Ranch,3,2,1025,2020-03-05,2020,3,158500
14355,Cape Cod,3,2,1128,2016-10-01,2016,10,129000
14357,Residence O/S 2sty+,4,4,2440,2020-12-15,2020,12,349000
14358,Residence O/S,4,3,2440,2014-06-01,2014,6,184900
14359,Duplex O/S,5,2,2692,2023-03-28,2023,3,80000
14360,Cape Cod,4,2,1304,2023-07-17,2023,7,250000
14361,Milwaukee Bungalow,5,2,2696,2022-07-18,2022,7,475000
14362,Colonial,2,1,1088,2020-04-08,2020,4,142000
14364,Milwaukee Bungalow,5,2,2696,2018-03-01,2018,3,347900
14365,Cape Cod,4,2,1597,2023-02-21,2023,2,219000
14366,Ranch,3,2,1225,2023-06-27,2023,6,250000
14367,Ranch,3,1,946,2016-06-01,2016,6,131000
14368,Ranch,3,1,1172,2017-12-01,2017,12,145000
14369,Residence O/S,2,1,1128,2018-01-01,2018,1,132900
14370,Ranch,3,2,974,2018-05-01,2018,5,122400
14371,Cape Cod,4,2,1792,2018-05-01,2018,5,190500
14372,Residence O/S,2,1,1128,2018-12-01,2018,12,145000
14373,Ranch,3,2,1239,2020-10-30,2020,10,203500
14374,Cape Cod,3,2,984,2023-05-04,2023,5,250000
14375,Milwaukee Bungalow,5,2,2435,2015-06-01,2015,6,209000
14376,Cape Cod,3,2,984,2016-06-01,2016,6,114000
14377,Milwaukee Bungalow,5,2,2435,2018-05-01,2018,5,215000
14379,Ranch,3,1,864,2023-08-10,2023,8,80000
14381,Ranch,3,2,1008,2023-08-01,2023,8,280000
14382,Cape Cod,3,1,1078,2022-04-26,2022,4,135000
14384,Colonial,3,3,1753,2022-04-22,2022,4,280000
14385,Ranch,3,1,864,2021-09-07,2021,9,82000
14386,Cape Cod,3,3,1940,2021-04-27,2021,4,250000
14387,Cape Cod,4,2,1776,2020-11-25,2020,11,330000
14391,Colonial,3,2,1856,2019-07-15,2019,7,225000
14393,Cape Cod,4,2,1748,2013-05-01,2013,5,163000
14394,Ranch,3,2,998,2013-08-01,2013,8,96400
14396,Ranch,4,2,1348,2017-06-01,2017,6,178000
14397,Ranch,3,1,1118,2017-07-01,2017,7,157000
14398,Cape Cod,3,3,1940,2017-08-01,2017,8,184000
14400,Ranch,3,2,941,2018-03-01,2018,3,136900
14401,Cape Cod,3,2,1542,2018-05-01,2018,5,216000
14402,Ranch,4,2,1239,2023-03-05,2023,3,223000
14403,Ranch,3,2,1038,2022-06-22,2022,6,252600
14405,Ranch,3,2,1090,2018-02-01,2018,2,155000
14406,Ranch,2,2,1348,2021-07-16,2021,7,230000
14407,Ranch,3,2,2011,2022-07-28,2022,7,350000
14408,Ranch,3,2,955,2023-12-07,2023,12,191100
14410,Cape Cod,4,1,1207,2023-04-06,2023,4,90000
14411,Cape Cod,4,1,1207,2023-06-20,2023,6,110000
14412,Cape Cod,4,1,1207,2023-11-30,2023,11,159900
14413,Cape Cod,3,3,1333,2023-07-20,2023,7,187000
14415,Milwaukee Bungalow,3,1,979,2023-10-12,2023,10,125000
14417,Ranch,3,2,1052,2023-10-02,2023,10,195000
14418,Cape Cod,3,2,1092,2023-11-09,2023,11,198000
14419,Ranch,3,2,986,2023-06-26,2023,6,210000
14420,Ranch,2,1,939,2023-06-30,2023,6,165000
14421,Cape Cod,3,2,1251,2023-02-27,2023,2,260000
14422,Duplex O/S,5,2,2610,2023-08-11,2023,8,165000
14424,Duplex O/S,4,2,2660,2023-11-27,2023,11,80000
14428,Dplx Bungalow,3,2,1994,2023-12-13,2023,12,230000
14429,Cottage,4,1,1094,2023-12-06,2023,12,108000
14430,Colonial,3,4,2122,2023-11-07,2023,11,757500
14431,Ranch,3,1,1004,2023-04-24,2023,4,180000
14432,Cape Cod,4,2,1288,2023-06-09,2023,6,251000
14433,Ranch,3,2,1148,2023-08-21,2023,8,324000
14434,Milwaukee Bungalow,3,2,1380,2023-04-10,2023,4,199100
14436,Ranch,3,1,908,2023-03-14,2023,3,218000
14437,Ranch,3,1,1000,2023-08-23,2023,8,215000
14438,Ranch,3,1,917,2023-03-03,2023,3,229000
14439,Ranch,3,1,877,2023-06-08,2023,6,216000
14440,Ranch,3,2,979,2023-02-07,2023,2,215000
14441,Ranch,3,1,912,2022-04-08,2022,4,165000
14443,Cape Cod,4,1,1207,2022-02-17,2022,2,112500
14444,Cape Cod,3,1,1293,2022-09-09,2022,9,219900
14445,Cape Cod,4,1,1380,2022-02-25,2022,2,230000
14446,Cape Cod,3,1,1413,2022-05-12,2022,5,211000
14447,Ranch,3,1,1139,2022-12-30,2022,12,150000
14448,Ranch,3,2,1157,2022-10-27,2022,10,142000
14449,Ranch,3,2,1220,2022-04-22,2022,4,127000
14450,Ranch,4,1,900,2022-05-23,2022,5,100000
14451,Ranch,3,2,962,2022-05-17,2022,5,225000
14452,Ranch,2,2,940,2022-05-31,2022,5,220000
14453,Ranch,3,1,962,2022-07-05,2022,7,203000
14454,Ranch,3,1,1081,2022-08-12,2022,8,159400
14455,Ranch,3,2,986,2022-07-01,2022,7,197000
14456,Duplex O/S,4,2,1991,2022-07-19,2022,7,80000
14459,Cape Cod,4,1,1288,2022-04-29,2022,4,250000
14460,Ranch,2,1,720,2022-09-01,2022,9,210000
14461,Ranch,3,2,1170,2022-05-02,2022,5,240000
14462,Colonial,2,1,1070,2022-06-03,2022,6,200000
14468,Cape Cod,4,2,1193,2022-04-08,2022,4,210000
14469,Duplex N/S,5,2,1870,2022-06-14,2022,6,265000
14470,Ranch,3,1,843,2021-07-09,2021,7,107000
14471,Cape Cod,4,1,1092,2021-09-17,2021,9,164000
14472,Cape Cod,2,1,929,2021-08-11,2021,8,82100
14473,Ranch,2,1,1208,2021-08-18,2021,8,185000
14474,Ranch,3,1,1058,2021-06-04,2021,6,150000
14475,Cape Cod,4,1,1184,2021-06-15,2021,6,140000
14476,Ranch,3,2,1166,2021-08-24,2021,8,170000
14477,Ranch,3,1,1064,2021-04-26,2021,4,148000
14478,Cape Cod,3,1,858,2021-07-12,2021,7,146000
14479,Cape Cod,3,1,1176,2021-01-13,2021,1,142900
14480,Residence O/S 2sty+,3,3,2436,2021-05-20,2021,5,650000
14485,Dplx Bungalow,4,3,2092,2021-05-17,2021,5,240000
14486,Tudor,4,2,2472,2021-05-04,2021,5,275000
14487,Ranch,2,1,753,2021-04-23,2021,4,145000
14489,Cape Cod,3,2,1105,2021-08-04,2021,8,212000
14490,Ranch,3,2,953,2021-10-22,2021,10,215000
14491,Milwaukee Bungalow,3,2,760,2021-06-16,2021,6,195000
14493,Ranch,3,2,926,2021-11-17,2021,11,195000
14494,Ranch,3,1,927,2021-07-12,2021,7,195000
14495,Ranch,3,1,971,2021-03-31,2021,3,180000
14496,Cape Cod,4,1,1262,2021-05-27,2021,5,220000
14497,Colonial,3,2,1268,2021-10-18,2021,10,300000
14498,Duplex N/S,5,4,2313,2021-12-23,2021,12,245000
14499,Cape Cod,4,2,1459,2020-05-04,2020,5,161000
14500,Cape Cod,3,1,1139,2020-07-31,2020,7,130000
14501,Ranch,2,2,1395,2020-11-13,2020,11,155500
14502,Cape Cod,4,2,1512,2020-08-21,2020,8,201900
14503,Ranch,2,1,1096,2020-10-30,2020,10,140000
14504,Ranch,3,1,962,2020-02-07,2020,2,104600
14505,Ranch,3,1,962,2020-06-25,2020,6,139000
14506,Colonial,4,2,1872,2020-08-28,2020,8,222000
14507,Ranch,3,2,1056,2020-09-01,2020,9,165500
14508,Cape Cod,3,2,1275,2020-09-01,2020,9,139900
14511,Tudor,3,2,1739,2020-08-28,2020,8,299000
14512,Dplx Bungalow,4,2,2570,2020-01-08,2020,1,242500
14513,Milwaukee Bungalow,2,1,1505,2020-09-17,2020,9,210000
14514,Cape Cod,3,1,1145,2020-12-16,2020,12,170000
14515,Cape Cod,4,2,1092,2020-10-19,2020,10,179000
14516,Ranch,2,1,833,2020-06-12,2020,6,143000
14517,Cape Cod,4,2,1116,2020-02-16,2020,2,175000
14518,Colonial,3,2,1383,2020-09-01,2020,9,189900
14519,Dplx Bungalow,4,2,1806,2020-01-16,2020,1,175000
14520,Cottage,2,1,680,2020-09-02,2020,9,98000
14523,Ranch,3,1,901,2020-07-27,2020,7,157000
14524,Ranch,3,1,874,2020-06-12,2020,6,165000
14525,Ranch,3,2,1030,2020-12-28,2020,12,191000
14526,Cape Cod,3,1,1395,2020-09-30,2020,9,190000
14527,Ranch,3,2,1163,2020-09-25,2020,9,215000
14528,Ranch,3,2,891,2020-07-21,2020,7,182000
14530,Cape Cod,4,3,1315,2019-10-10,2019,10,160000
14534,Ranch,3,2,1469,2019-08-15,2019,8,104200
14539,Cape Cod,3,2,1251,2019-11-09,2019,11,179900
14541,Cape Cod,3,2,1129,2019-11-06,2019,11,146200
14546,Colonial,3,2,1712,2019-02-28,2019,2,202000
14552,Ranch,2,2,940,2013-03-01,2013,3,114900
14553,Ranch,3,1,908,2013-03-01,2013,3,125000
14554,Residence O/S,3,2,1981,2013-06-01,2013,6,227000
14555,Ranch,3,1,998,2013-07-01,2013,7,91500
14556,Milwaukee Bungalow,2,1,1580,2013-07-01,2013,7,183385
14557,Cape Cod,4,1,1092,2013-08-01,2013,8,99900
14558,Residence O/S,3,1,1812,2013-08-01,2013,8,93200
14560,Cape Cod,3,1,1343,2013-09-01,2013,9,107000
14561,Cape Cod,4,1,1380,2013-10-01,2013,10,124900
14562,Cape Cod,4,2,1001,2013-10-01,2013,10,83000
14567,Residence O/S,3,3,2436,2014-06-01,2014,6,489000
14568,Cape Cod,2,2,1477,2014-06-01,2014,6,232000
14570,Ranch,3,2,1004,2014-08-01,2014,8,126000
14571,Ranch,3,2,995,2014-10-01,2014,10,96500
14572,Triplex,5,3,2534,2014-10-01,2014,10,151000
14573,Ranch,3,1,924,2014-11-01,2014,11,108000
14574,Cape Cod,4,2,1308,2015-02-01,2015,2,92500
14575,Cape Cod,3,2,1251,2015-03-01,2015,3,147500
14576,Residence O/S,4,2,1920,2015-03-01,2015,3,291000
14577,Ranch,3,2,1142,2015-04-01,2015,4,124500
14578,Ranch,3,2,1515,2015-04-01,2015,4,230000
14579,Ranch,3,2,962,2015-06-01,2015,6,87000
14581,Milwaukee Bungalow,3,2,760,2015-06-01,2015,6,100000
14582,Cape Cod,4,2,1245,2015-07-01,2015,7,150000
14583,Ranch,3,1,962,2015-07-01,2015,7,106000
14584,Cape Cod,4,2,1052,2015-07-01,2015,7,120000
14586,Ranch,3,2,891,2015-10-01,2015,10,122000
14587,Ranch,2,1,1302,2015-12-01,2015,12,130000
14588,Ranch,3,2,1148,2016-01-01,2016,1,140000
14589,Ranch,3,2,877,2016-04-01,2016,4,97500
14591,Cape Cod,3,1,858,2016-05-01,2016,5,84900
14593,Ranch,3,1,933,2016-06-01,2016,6,103770
14594,Milwaukee Bungalow,2,1,1265,2016-06-01,2016,6,180000
14595,Ranch,3,2,979,2016-06-01,2016,6,115000
14596,Ranch,3,2,962,2016-06-01,2016,6,139900
14597,Residence O/S,2,1,768,2016-07-01,2016,7,93000
14598,Ranch,3,2,1247,2016-08-01,2016,8,154000
14599,Ranch,3,2,995,2016-08-01,2016,8,140000
14600,Cape Cod,4,1,1092,2016-09-01,2016,9,103500
14601,Ranch,3,2,926,2016-09-01,2016,9,135000
14602,Ranch,3,1,1065,2016-10-01,2016,10,112900
14604,Ranch,3,1,962,2016-11-01,2016,11,99000
14605,Dplx Bungalow,3,2,1369,2016-11-01,2016,11,150000
14607,Duplex-Cottage,5,2,1958,2016-12-01,2016,12,84000
14608,Cape Cod,4,1,1121,2016-12-01,2016,12,145500
14609,Cape Cod,3,1,1293,2017-03-01,2017,3,139900
14610,Cape Cod,4,1,1254,2017-03-01,2017,3,142000
14612,Ranch,3,2,1133,2017-04-01,2017,4,118000
14614,Cape Cod,3,2,1382,2017-04-01,2017,4,180000
14615,Cape Cod,3,1,1395,2017-04-01,2017,4,159000
14616,Cape Cod,3,2,895,2017-05-01,2017,5,127500
14617,Ranch,2,2,938,2017-06-01,2017,6,110000
14618,Ranch,3,1,933,2017-06-01,2017,6,95000
14619,Milwaukee Bungalow,4,2,2179,2017-07-01,2017,7,88900
14621,Residence O/S,4,2,1920,2017-07-01,2017,7,300000
14622,Cape Cod,3,1,1065,2017-07-01,2017,7,129900
14623,Cape Cod,4,1,1501,2017-07-01,2017,7,168000
14624,Cape Cod,3,2,1105,2017-08-01,2017,8,149300
14625,Ranch,3,1,933,2017-09-01,2017,9,117000
14626,Ranch,3,2,1363,2017-10-01,2017,10,133500
14629,Dplx Bungalow,4,2,1830,2017-11-01,2017,11,190900
14630,Milwaukee Bungalow,2,1,1580,2017-11-01,2017,11,203500
